Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PAY-D-7831,Bill Payment,03/26/2026,V-1155,Pacific Fleet Fuel,ACH,178109712543814,USD,"2,546.76",1.0000,"2,546.76",B-20848,"2,546.76",0.00
PAY-D-7832,Bill Payment,03/26/2026,V-1166,Crown Linen & Uniform,ACH,884455708724980,USD,451.41,1.0000,451.41,B-20238,451.41,0.00
PAY-D-7833,Bill Payment,03/26/2026,V-1173,Nisqually Salmon Co.,CHECK,40269,USD,"8,691.82",1.0000,"8,691.82",B-20144,"8,691.82",0.00
PAY-D-7834,Bill Payment,03/26/2026,V-1193,Chehalis Valley Eggs,ACH,402658779961923,USD,"5,489.02",1.0000,"5,489.02",B-20041,"5,489.02",0.00
PAY-D-7835,Bill Payment,03/26/2026,V-1197,Northgate IT Partners,ACH,222747539981908,USD,"2,218.72",1.0000,"2,218.72",B-20598,"2,218.72",0.00
PAY-D-7836,Bill Payment,03/26/2026,V-1200,Yamhill Charcuterie,CHECK,40270,USD,"14,881.00",1.0000,"14,881.00",B-20404,"14,881.00",0.00
PAY-D-7837,Bill Payment,03/26/2026,V-1205,Methow Valley Apples,ACH,231205868826519,USD,"9,284.86",1.0000,"9,284.86",B-20319,"9,284.86",0.00
PAY-D-7838,Bill Payment,03/26/2026,V-1209,Sound Cartage Co.,ACH,445749822434485,USD,"1,757.33",1.0000,"1,757.33",B-21581,"1,757.33",0.00
PAY-D-7839,Bill Payment,03/26/2026,V-1213,Pinnacle Payroll Services,ACH,136301510181044,USD,358.92,1.0000,358.92,B-21253,358.92,0.00
PAY-D-7840,Bill Payment,03/26/2026,V-1216,Chinook Smokehouse Co.,ACH,373327771527919,USD,"13,635.20",1.0000,"13,635.20",B-20688,"13,635.20",0.00
PAY-D-7841,Bill Payment,03/26/2026,V-1220,Treasure Valley Trucking,ACH,320537399216843,USD,"5,452.27",1.0000,"5,452.27",B-21107,"1,923.12",0.00
PAY-D-7841,Bill Payment,03/26/2026,V-1220,Treasure Valley Trucking,ACH,320537399216843,USD,"5,452.27",1.0000,"5,452.27",B-20995,"3,529.15",
PAY-D-7842,Bill Payment,03/26/2026,V-1224,Siuslaw Cranberry Growers,ACH,356364944816821,USD,"13,772.56",1.0000,"13,772.56",B-20615,"13,772.56",0.00
PAY-D-7843,Bill Payment,03/26/2026,V-1226,Skagit Valley Grains,CHECK,40271,USD,"8,033.34",1.0000,"8,033.34",B-21000,"8,033.34",0.00
PAY-D-7844,Bill Payment,03/26/2026,V-1235,Bitterroot Bakehouse Supply,ACH,954101293430447,USD,"9,040.23",1.0000,"9,040.23",B-21056,"9,040.23",0.00
PAY-D-7845,Bill Payment,03/26/2026,V-1236,Kittitas Hay & Grain,CHECK,40272,USD,"3,984.35",1.0000,"3,984.35",B-20509,"3,984.35",0.00
PAY-D-7846,Bill Payment,03/26/2026,V-1237,McKenzie River Mills,ACH,871636673690970,USD,"9,410.78",1.0000,"9,410.78",B-21552,"9,410.78",0.00
PAY-D-7847,Bill Payment,03/26/2026,V-1239,Newberg Nut Growers,ACH,510506671134931,USD,"4,412.38",1.0000,"4,412.38",B-21498,"4,412.38",0.00
PAY-D-7848,Bill Payment,03/26/2026,V-1252,Snake River Trout Farms,ACH,808003788997682,USD,"14,220.86",1.0000,"14,220.86",B-21554,"14,220.86",0.00
PAY-D-7849,Bill Payment,03/26/2026,V-1255,Coquille Dairy Cooperative,ACH,205560044399926,USD,"5,190.50",1.0000,"5,190.50",B-20181,"5,190.50",0.00
PAY-D-7850,Bill Payment,03/26/2026,V-1270,Santiam Canning Co.,CHECK,40273,USD,"10,659.70",1.0000,"10,659.70",B-20958,"10,659.70",0.00
PAY-D-7851,Bill Payment,03/26/2026,V-1276,Critter Guard Pest Control,CHECK,40274,USD,398.77,1.0000,398.77,B-20764,398.77,0.00
PAY-D-7852,Bill Payment,03/26/2026,V-1277,Metro Waste Haulers,ACH,070743701131302,USD,607.76,1.0000,607.76,B-20385,607.76,0.00
PAY-D-7853,Bill Payment,03/26/2026,V-1280,Grande Ronde Poultry,CHECK,40275,USD,"5,730.62",1.0000,"5,730.62",B-21570,"5,730.62",0.00
PAY-D-7854,Bill Payment,03/26/2026,V-1284,Hood Canal Oyster Co.,ACH,084250337683192,USD,"15,014.53",1.0000,"15,014.53",B-21120,"15,014.53",0.00
PAY-D-7855,Bill Payment,03/26/2026,V-1288,Wallowa Grass-Fed Beef,ACH,154971082820197,USD,"8,793.05",1.0000,"8,793.05",B-21205,"8,793.05",0.00
PAY-D-7856,Bill Payment,03/26/2026,V-1290,Columbia Gorge Orchards,ACH,901433319345734,USD,"8,864.79",1.0000,"8,864.79",B-20148,"8,864.79",0.00
PAY-D-7857,Bill Payment,03/26/2026,V-1291,Palouse Lentil Growers,ACH,343676810404055,USD,"12,381.65",1.0000,"12,381.65",B-20410,"12,381.65",0.00
PAY-D-7858,Bill Payment,03/26/2026,V-1292,Hermiston Melon Farms,ACH,543814390366785,USD,"7,489.88",1.0000,"7,489.88",B-21283,"7,489.88",0.00
PAY-D-7859,Bill Payment,03/26/2026,V-1299,Evergreen Box & Film,ACH,958273623831978,USD,"1,867.27",1.0000,"1,867.27",B-21511,"1,867.27",0.00
PAY-D-7860,Bill Payment,04/01/2026,V-1072,Gowen Field Commerce Park,ACH,822111031843836,USD,"4,875.00",1.0000,"4,875.00",B-20229,"4,875.00",0.00
PAY-D-7861,Bill Payment,04/01/2026,V-1167,Lombard Street Properties LLC,ACH,264907502582012,USD,"8,500.00",1.0000,"8,500.00",B-20179,"8,500.00",0.00
PAY-D-7862,Bill Payment,04/01/2026,V-1181,Duwamish Industrial Partners,ACH,325109713921211,USD,"6,420.00",1.0000,"6,420.00",B-20117,"6,420.00",0.00
PAY-D-7863,Bill Payment,04/02/2026,V-1011,Klamath Basin Potato Co.,CHECK,40276,USD,"14,364.10",1.0000,"14,364.10",B-20924,"14,364.10",0.00
PAY-D-7864,Bill Payment,04/02/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,700368829400267,USD,"10,606.08",1.0000,"10,606.08",B-20971,"10,606.08",0.00
PAY-D-7865,Bill Payment,04/02/2026,V-1018,Keystone Scale & Calibration,CHECK,40277,USD,869.81,1.0000,869.81,B-20558,869.81,0.00
PAY-D-7866,Bill Payment,04/02/2026,V-1020,Cascade Coldchain Logistics,CHECK,40278,USD,"1,262.19",1.0000,"1,262.19",B-20962,"1,262.19",0.00
PAY-D-7867,Bill Payment,04/02/2026,V-1023,Clearwater Creamery,ACH,551360722569631,USD,"10,221.08",1.0000,"10,221.08",B-20192,"10,221.08",0.00
PAY-D-7868,Bill Payment,04/02/2026,V-1030,Northwest Grocers Association,CHECK,40279,USD,"1,181.47",1.0000,"1,181.47",B-21009,"1,181.47",0.00
PAY-D-7869,Bill Payment,04/02/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40280,USD,"6,573.46",1.0000,"6,573.46",B-20116,"6,573.46",0.00
PAY-D-7870,Bill Payment,04/02/2026,V-1042,Pacific Coast Packaging LLC,ACH,329097272512534,USD,"8,098.56",1.0000,"8,098.56",B-20651,"8,098.56",0.00
PAY-D-7871,Bill Payment,04/02/2026,V-1055,Wenatchee Pear Packers,CHECK,40281,USD,"14,461.49",1.0000,"14,461.49",B-20767,"14,461.49",0.00
PAY-D-7872,Bill Payment,04/02/2026,V-1058,Ridgeline Express,ACH,899129912164296,USD,"2,182.62",1.0000,"2,182.62",B-21493,"2,182.62",0.00
PAY-D-7873,Bill Payment,04/02/2026,V-1066,Willamette Sanitation Supply,ACH,024007967408620,USD,799.24,1.0000,799.24,B-20270,799.24,0.00
PAY-D-7874,Bill Payment,04/02/2026,V-1074,Scappoose Organic Farms,CHECK,40282,USD,"11,591.59",1.0000,"11,591.59",B-21179,"11,591.59",0.00
PAY-D-7875,Bill Payment,04/02/2026,V-1078,Rogue Valley Cheese Works,ACH,196946434322052,USD,"8,277.86",1.0000,"8,277.86",B-20943,"8,277.86",0.00
PAY-D-7876,Bill Payment,04/02/2026,V-1080,Mt. Hood Berry Farm,ACH,890505373852637,USD,"9,226.92",1.0000,"9,226.92",B-20220,"9,226.92",0.00
PAY-D-7877,Bill Payment,04/02/2026,V-1119,Cowlitz Creek Farms,ACH,149653644674020,USD,"10,412.77",1.0000,"10,412.77",B-21226,"10,412.77",0.00
PAY-D-7878,Bill Payment,04/02/2026,V-1120,Columbia River Freightways,ACH,984195936747931,USD,"3,894.55",1.0000,"3,894.55",B-20080,"3,894.55",0.00
PAY-D-7879,Bill Payment,04/02/2026,V-1124,Coos Bay Crab Co.,CHECK,40283,USD,"12,406.47",1.0000,"12,406.47",B-20277,"12,406.47",0.00
PAY-D-7880,Bill Payment,04/02/2026,V-1127,Nooksack Berry Growers,ACH,751526449890225,USD,"12,930.34",1.0000,"12,930.34",B-20338,"12,930.34",0.00
PAY-D-7881,Bill Payment,04/02/2026,V-1128,Yakima Hop & Herb,ACH,605513034193889,USD,"13,758.93",1.0000,"13,758.93",B-21492,"13,758.93",0.00
PAY-D-7882,Bill Payment,04/02/2026,V-1142,Umatilla Specialty Produce,CHECK,40284,USD,"8,570.95",1.0000,"8,570.95",B-20762,"8,570.95",0.00
PAY-D-7883,Bill Payment,04/02/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40285,USD,"14,989.96",1.0000,"14,989.96",B-20581,"14,989.96",0.00
PAY-D-7884,Bill Payment,04/02/2026,V-1151,Walla Walla Onion Growers,ACH,347299700989964,USD,"9,506.75",1.0000,"9,506.75",B-21385,"9,506.75",0.00
PAY-D-7885,Bill Payment,04/02/2026,V-1155,Pacific Fleet Fuel,ACH,276848597867770,USD,"2,896.59",1.0000,"2,896.59",B-20682,"2,896.59",0.00
PAY-D-7886,Bill Payment,04/02/2026,V-1160,Hollis & Ward CPAs,CHECK,40286,USD,"13,929.10",1.0000,"13,929.10",B-20467,"13,929.10",0.00
PAY-D-7887,Bill Payment,04/02/2026,V-1166,Crown Linen & Uniform,ACH,030059317269397,USD,404.69,1.0000,404.69,B-21465,404.69,0.00
PAY-D-7888,Bill Payment,04/02/2026,V-1180,Beaverton Forklift Leasing,ACH,848272204888742,USD,"2,349.14",1.0000,"2,349.14",B-21076,"2,349.14",0.00
PAY-D-7889,Bill Payment,04/02/2026,V-1193,Chehalis Valley Eggs,ACH,004385366736905,USD,"10,679.51",1.0000,"10,679.51",B-21176,"10,679.51",0.00
PAY-D-7890,Bill Payment,04/02/2026,V-1204,Northwest Reefer Transport,ACH,244222047932948,USD,"2,084.16",1.0000,"2,084.16",B-21346,"2,084.16",0.00
PAY-D-7891,Bill Payment,04/02/2026,V-1206,Pend Oreille Wild Rice,CHECK,40287,USD,"27,161.98",1.0000,"27,161.98",B-20018,"13,719.59",0.00
PAY-D-7891,Bill Payment,04/02/2026,V-1206,Pend Oreille Wild Rice,CHECK,40287,USD,"27,161.98",1.0000,"27,161.98",B-21092,"13,442.39",
PAY-D-7892,Bill Payment,04/02/2026,V-1209,Sound Cartage Co.,ACH,166244067359385,USD,"2,500.16",1.0000,"2,500.16",B-21357,"2,500.16",0.00
PAY-D-7893,Bill Payment,04/02/2026,V-1211,Portland General Utilities,ACH,358756883531133,USD,"1,184.62",1.0000,"1,184.62",B-20455,"1,184.62",0.00
PAY-D-7894,Bill Payment,04/02/2026,V-1213,Pinnacle Payroll Services,ACH,846155871198502,USD,325.49,1.0000,325.49,B-20553,325.49,0.00
PAY-D-7895,Bill Payment,04/02/2026,V-1216,Chinook Smokehouse Co.,ACH,672780416197684,USD,"9,020.48",1.0000,"9,020.48",B-21033,"9,020.48",0.00
PAY-D-7896,Bill Payment,04/02/2026,V-1226,Skagit Valley Grains,CHECK,40288,USD,"13,871.06",1.0000,"13,871.06",B-20738,"13,871.06",0.00
PAY-D-7897,Bill Payment,04/02/2026,V-1227,Blue Mountain Carriers,CHECK,40289,USD,"1,757.97",1.0000,"1,757.97",B-20859,"1,757.97",0.00
PAY-D-7898,Bill Payment,04/02/2026,V-1233,Lummi Bay Seafood,ACH,909998918986571,USD,"10,104.68",1.0000,"10,104.68",B-21461,"10,104.68",0.00
PAY-D-7899,Bill Payment,04/02/2026,V-1235,Bitterroot Bakehouse Supply,ACH,844565906730681,USD,"14,073.25",1.0000,"14,073.25",B-20464,"14,073.25",0.00
PAY-D-7900,Bill Payment,04/02/2026,V-1237,McKenzie River Mills,ACH,862737764890932,USD,"7,485.39",1.0000,"7,485.39",B-20988,"7,485.39",0.00
PAY-D-7901,Bill Payment,04/02/2026,V-1242,Teton Valley Trout,ACH,322555107699701,USD,"29,464.40",1.0000,"29,464.40",B-20235,"13,939.61",0.00
PAY-D-7901,Bill Payment,04/02/2026,V-1242,Teton Valley Trout,ACH,322555107699701,USD,"29,464.40",1.0000,"29,464.40",B-21449,"15,524.79",
PAY-D-7902,Bill Payment,04/02/2026,V-1251,Payette Valley Beef,ACH,684770938579097,USD,"6,635.77",1.0000,"6,635.77",B-20777,"6,635.77",0.00
PAY-D-7903,Bill Payment,04/02/2026,V-1255,Coquille Dairy Cooperative,ACH,341830335642338,USD,"9,036.20",1.0000,"9,036.20",B-20029,"9,036.20",0.00
PAY-D-7904,Bill Payment,04/02/2026,V-1266,Silvies River Lamb,CHECK,40290,USD,"26,396.66",1.0000,"26,396.66",B-21210,"11,710.82",0.00
PAY-D-7904,Bill Payment,04/02/2026,V-1266,Silvies River Lamb,CHECK,40290,USD,"26,396.66",1.0000,"26,396.66",B-21424,"14,685.84",
PAY-D-7905,Bill Payment,04/02/2026,V-1279,Willamette Valley Creamery,ACH,659430616389819,USD,"11,362.79",1.0000,"11,362.79",B-21006,"5,894.74",0.00
PAY-D-7905,Bill Payment,04/02/2026,V-1279,Willamette Valley Creamery,ACH,659430616389819,USD,"11,362.79",1.0000,"11,362.79",B-20627,"5,468.05",
PAY-D-7906,Bill Payment,04/02/2026,V-1281,Boardman Tree Fruit,ACH,219487672721943,USD,"8,797.46",1.0000,"8,797.46",B-21291,"8,797.46",0.00
PAY-D-7907,Bill Payment,04/02/2026,V-1284,Hood Canal Oyster Co.,ACH,807049581418269,USD,"29,783.96",1.0000,"29,783.96",B-21062,"15,754.67",0.00
PAY-D-7907,Bill Payment,04/02/2026,V-1284,Hood Canal Oyster Co.,ACH,807049581418269,USD,"29,783.96",1.0000,"29,783.96",B-21146,"14,029.29",
PAY-D-7908,Bill Payment,04/02/2026,V-1288,Wallowa Grass-Fed Beef,ACH,633942313234347,USD,"15,128.51",1.0000,"15,128.51",B-20903,"15,128.51",0.00
PAY-D-7909,Bill Payment,04/02/2026,V-1289,Blue Heron Preserves,CHECK,40291,USD,"11,332.58",1.0000,"11,332.58",B-21263,"11,332.58",0.00
PAY-D-7910,Bill Payment,04/02/2026,V-1290,Columbia Gorge Orchards,ACH,158210403101597,USD,"15,465.85",1.0000,"15,465.85",B-20427,"15,465.85",0.00
PAY-D-7911,Bill Payment,04/02/2026,V-1291,Palouse Lentil Growers,ACH,284325947018509,USD,"9,951.37",1.0000,"9,951.37",B-21325,"9,951.37",0.00
PAY-D-7912,Bill Payment,04/02/2026,V-1292,Hermiston Melon Farms,ACH,468522119400417,USD,"10,562.67",1.0000,"10,562.67",B-20528,"10,562.67",0.00
PAY-D-7913,Bill Payment,04/02/2026,V-1294,Umpqua Oat Mill,ACH,002253430047120,USD,"6,721.48",1.0000,"6,721.48",B-20714,"6,721.48",0.00
PAY-D-7914,Bill Payment,04/02/2026,V-1299,Evergreen Box & Film,ACH,635804503932613,USD,"1,174.33",1.0000,"1,174.33",B-20849,"1,174.33",0.00
PAY-D-7915,Bill Payment,04/09/2026,V-1011,Klamath Basin Potato Co.,CHECK,40292,USD,"14,450.97",1.0000,"14,450.97",B-20719,"14,450.97",0.00
PAY-D-7916,Bill Payment,04/09/2026,V-1023,Clearwater Creamery,ACH,035340441172769,USD,"6,687.69",1.0000,"6,687.69",B-21284,"6,687.69",0.00
PAY-D-7917,Bill Payment,04/09/2026,V-1031,Tualatin Hazelnut Co.,CHECK,40293,USD,"6,846.75",1.0000,"6,846.75",B-20740,"6,846.75",0.00
PAY-D-7918,Bill Payment,04/09/2026,V-1042,Pacific Coast Packaging LLC,ACH,549511171293261,USD,"3,583.91",1.0000,"3,583.91",B-20683,"3,583.91",0.00
PAY-D-7919,Bill Payment,04/09/2026,V-1045,Talent Bridge Staffing,ACH,450464705725704,USD,"4,097.64",1.0000,"4,097.64",B-21342,"4,097.64",0.00
PAY-D-7920,Bill Payment,04/09/2026,V-1051,Stumptown Office Supply,ACH,353896818541656,USD,823.94,1.0000,823.94,B-21077,823.94,0.00
PAY-D-7921,Bill Payment,04/09/2026,V-1058,Ridgeline Express,ACH,142819266238573,USD,"1,590.91",1.0000,"1,590.91",B-21115,"1,590.91",0.00
PAY-D-7922,Bill Payment,04/09/2026,V-1078,Rogue Valley Cheese Works,ACH,958878591604322,USD,"8,653.44",1.0000,"8,653.44",B-21114,"8,653.44",0.00
PAY-D-7923,Bill Payment,04/09/2026,V-1096,Tri-County Health Permits,CHECK,40294,USD,806.61,1.0000,806.61,B-21381,806.61,0.00
PAY-D-7924,Bill Payment,04/09/2026,V-1119,Cowlitz Creek Farms,ACH,064934482122510,USD,"8,873.85",1.0000,"8,873.85",B-21506,"8,873.85",0.00
PAY-D-7925,Bill Payment,04/09/2026,V-1120,Columbia River Freightways,ACH,017090766768646,USD,"3,408.45",1.0000,"3,408.45",B-20510,"3,408.45",0.00
PAY-D-7926,Bill Payment,04/09/2026,V-1127,Nooksack Berry Growers,ACH,868216812794839,USD,"5,925.70",1.0000,"5,925.70",B-20045,"5,925.70",0.00
PAY-D-7927,Bill Payment,04/09/2026,V-1136,Hells Canyon Honey,CHECK,40295,USD,"6,969.92",1.0000,"6,969.92",B-20497,"6,969.92",0.00
PAY-D-7928,Bill Payment,04/09/2026,V-1142,Umatilla Specialty Produce,CHECK,40296,USD,"7,803.32",1.0000,"7,803.32",B-21122,"7,803.32",0.00
PAY-D-7929,Bill Payment,04/09/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40297,USD,"8,591.92",1.0000,"8,591.92",B-21470,"8,591.92",0.00
PAY-D-7930,Bill Payment,04/09/2026,V-1155,Pacific Fleet Fuel,ACH,414256669713384,USD,"2,959.07",1.0000,"2,959.07",B-21319,"2,959.07",0.00
PAY-D-7931,Bill Payment,04/09/2026,V-1161,Salem Pallet Recyclers,ACH,676377776079752,USD,384.48,1.0000,384.48,B-20028,384.48,0.00
PAY-D-7932,Bill Payment,04/09/2026,V-1173,Nisqually Salmon Co.,CHECK,40298,USD,"23,203.38",1.0000,"23,203.38",B-20599,"14,693.60",0.00
PAY-D-7932,Bill Payment,04/09/2026,V-1173,Nisqually Salmon Co.,CHECK,40298,USD,"23,203.38",1.0000,"23,203.38",B-21466,"8,509.78",
PAY-D-7933,Bill Payment,04/09/2026,V-1185,Mill Creek Temp Controls,ACH,891146641141671,USD,"1,123.14",1.0000,"1,123.14",B-20494,"1,123.14",0.00
PAY-D-7934,Bill Payment,04/09/2026,V-1200,Yamhill Charcuterie,CHECK,40299,USD,"13,304.68",1.0000,"13,304.68",B-21085,"13,304.68",0.00
PAY-D-7935,Bill Payment,04/09/2026,V-1204,Northwest Reefer Transport,ACH,147155363702922,USD,"3,081.94",1.0000,"3,081.94",B-20498,"3,081.94",0.00
PAY-D-7936,Bill Payment,04/09/2026,V-1205,Methow Valley Apples,ACH,478949863808742,USD,"9,163.57",1.0000,"9,163.57",B-20462,"9,163.57",0.00
PAY-D-7937,Bill Payment,04/09/2026,V-1220,Treasure Valley Trucking,ACH,873637473327564,USD,"2,561.81",1.0000,"2,561.81",B-21409,"2,561.81",0.00
PAY-D-7938,Bill Payment,04/09/2026,V-1223,Malheur Onion Co.,CHECK,40300,USD,"11,516.52",1.0000,"11,516.52",B-21344,"11,516.52",0.00
PAY-D-7939,Bill Payment,04/09/2026,V-1224,Siuslaw Cranberry Growers,ACH,627592190375314,USD,"11,216.68",1.0000,"11,216.68",B-21109,"11,216.68",0.00
PAY-D-7940,Bill Payment,04/09/2026,V-1227,Blue Mountain Carriers,CHECK,40301,USD,"3,195.03",1.0000,"3,195.03",B-20782,"3,195.03",0.00
PAY-D-7941,Bill Payment,04/09/2026,V-1236,Kittitas Hay & Grain,CHECK,40302,USD,"13,389.54",1.0000,"13,389.54",B-20311,"13,389.54",0.00
PAY-D-7942,Bill Payment,04/09/2026,V-1237,McKenzie River Mills,ACH,633966185115460,USD,"11,883.06",1.0000,"11,883.06",B-21106,"11,883.06",0.00
PAY-D-7943,Bill Payment,04/09/2026,V-1239,Newberg Nut Growers,ACH,777659463458710,USD,"9,288.67",1.0000,"9,288.67",B-21473,"9,288.67",0.00
PAY-D-7944,Bill Payment,04/09/2026,V-1251,Payette Valley Beef,ACH,048704329453115,USD,"7,861.22",1.0000,"7,861.22",B-20582,"7,861.22",0.00
PAY-D-7945,Bill Payment,04/09/2026,V-1252,Snake River Trout Farms,ACH,406622399216658,USD,"10,895.89",1.0000,"10,895.89",B-20343,"10,895.89",0.00
PAY-D-7946,Bill Payment,04/09/2026,V-1261,Columbia Basin Water District,ACH,611556050123979,USD,417.80,1.0000,417.80,B-20941,417.80,0.00
PAY-D-7947,Bill Payment,04/09/2026,V-1270,Santiam Canning Co.,CHECK,40303,USD,"12,073.67",1.0000,"12,073.67",B-20660,"12,073.67",0.00
PAY-D-7948,Bill Payment,04/09/2026,V-1274,Olympic Peninsula Mushrooms,CHECK,40304,USD,"9,227.77",1.0000,"9,227.77",B-21182,"9,227.77",0.00
PAY-D-7949,Bill Payment,04/09/2026,V-1277,Metro Waste Haulers,ACH,511258243760019,USD,512.53,1.0000,512.53,B-20755,512.53,0.00
PAY-D-7950,Bill Payment,04/09/2026,V-1280,Grande Ronde Poultry,CHECK,40305,USD,"9,225.44",1.0000,"9,225.44",B-21065,"9,225.44",0.00
PAY-D-7951,Bill Payment,04/09/2026,V-1289,Blue Heron Preserves,CHECK,40306,USD,"14,533.75",1.0000,"14,533.75",B-20015,"14,533.75",0.00
PAY-D-7952,Bill Payment,04/09/2026,V-1294,Umpqua Oat Mill,ACH,615587471014920,USD,"13,991.96",1.0000,"13,991.96",B-20694,"13,991.96",0.00
PAY-D-7953,Bill Payment,04/16/2026,V-1011,Klamath Basin Potato Co.,CHECK,40307,USD,"10,418.50",1.0000,"10,418.50",B-21482,"10,418.50",0.00
PAY-D-7954,Bill Payment,04/16/2026,V-1015,Deschutes Brewing Supply Co-op,ACH,293052566004965,USD,"13,264.43",1.0000,"13,264.43",B-20566,"13,264.43",0.00
PAY-D-7955,Bill Payment,04/16/2026,V-1020,Cascade Coldchain Logistics,CHECK,40308,USD,"4,630.08",1.0000,"4,630.08",B-20984,"4,630.08",0.00
PAY-D-7956,Bill Payment,04/16/2026,V-1023,Clearwater Creamery,ACH,176611120257694,USD,"7,797.32",1.0000,"7,797.32",B-20175,"7,797.32",0.00
PAY-D-7957,Bill Payment,04/16/2026,V-1042,Pacific Coast Packaging LLC,ACH,201035564058768,USD,"3,708.37",1.0000,"3,708.37",B-20927,"3,708.37",0.00
PAY-D-7958,Bill Payment,04/16/2026,V-1074,Scappoose Organic Farms,CHECK,40309,USD,"9,747.45",1.0000,"9,747.45",B-20240,"9,747.45",0.00
PAY-D-7959,Bill Payment,04/16/2026,V-1077,Puget Sound Shellfish Co.,ACH,147976619043682,USD,"22,790.60",1.0000,"22,790.60",B-20073,"14,784.13",0.00
PAY-D-7959,Bill Payment,04/16/2026,V-1077,Puget Sound Shellfish Co.,ACH,147976619043682,USD,"22,790.60",1.0000,"22,790.60",B-20633,"8,006.47",
PAY-D-7960,Bill Payment,04/16/2026,V-1119,Cowlitz Creek Farms,ACH,926794042760989,USD,"6,049.00",1.0000,"6,049.00",B-21163,"6,049.00",0.00
PAY-D-7961,Bill Payment,04/16/2026,V-1120,Columbia River Freightways,ACH,830849200093727,USD,"2,060.97",1.0000,"2,060.97",B-20074,"2,060.97",0.00
PAY-D-7962,Bill Payment,04/16/2026,V-1124,Coos Bay Crab Co.,CHECK,40310,USD,"7,355.98",1.0000,"7,355.98",B-20336,"7,355.98",0.00
PAY-D-7963,Bill Payment,04/16/2026,V-1127,Nooksack Berry Growers,ACH,603488163915720,USD,"7,783.06",1.0000,"7,783.06",B-21118,"7,783.06",0.00
PAY-D-7964,Bill Payment,04/16/2026,V-1136,Hells Canyon Honey,CHECK,40311,USD,"6,381.53",1.0000,"6,381.53",B-21529,"6,381.53",0.00
PAY-D-7965,Bill Payment,04/16/2026,V-1142,Umatilla Specialty Produce,CHECK,40312,USD,"4,132.44",1.0000,"4,132.44",B-21293,"4,132.44",0.00
PAY-D-7966,Bill Payment,04/16/2026,V-1147,Oregon Coast Seafood Traders,CHECK,40313,USD,"13,175.70",1.0000,"13,175.70",B-20244,"13,175.70",0.00
PAY-D-7967,Bill Payment,04/16/2026,V-1151,Walla Walla Onion Growers,ACH,609131264621015,USD,"12,269.51",1.0000,"12,269.51",B-21536,"12,269.51",0.00
PAY-D-7968,Bill Payment,04/16/2026,V-1154,Brightline Janitorial,ACH,219775763527965,USD,"1,518.62",1.0000,"1,518.62",B-21198,"1,518.62",0.00
PAY-D-7969,Bill Payment,04/16/2026,V-1155,Pacific Fleet Fuel,ACH,379916651552836,USD,"3,315.11",1.0000,"3,315.11",B-20308,"3,315.11",0.00
PAY-D-7970,Bill Payment,04/16/2026,V-1173,Nisqually Salmon Co.,CHECK,40314,USD,"15,192.20",1.0000,"15,192.20",B-20673,"15,192.20",0.00
PAY-D-7971,Bill Payment,04/16/2026,V-1193,Chehalis Valley Eggs,ACH,739325007694043,USD,"4,018.99",1.0000,"4,018.99",B-21082,"4,018.99",0.00
PAY-D-7972,Bill Payment,04/16/2026,V-1198,Emerald City Cold Storage,ACH,349131652201265,USD,"2,819.10",1.0000,"2,819.10",B-20751,"2,819.10",0.00
PAY-D-7973,Bill Payment,04/16/2026,V-1200,Yamhill Charcuterie,CHECK,40315,USD,"7,828.67",1.0000,"7,828.67",B-20727,"7,828.67",0.00
PAY-D-7974,Bill Payment,04/16/2026,V-1204,Northwest Reefer Transport,ACH,038520294675003,USD,"1,215.13",1.0000,"1,215.13",B-21312,"1,215.13",0.00
PAY-D-7975,Bill Payment,04/16/2026,V-1205,Methow Valley Apples,ACH,517012725939833,USD,"10,324.58",1.0000,"10,324.58",B-20923,"10,324.58",0.00
PAY-D-7976,Bill Payment,04/16/2026,V-1206,Pend Oreille Wild Rice,CHECK,40316,USD,"3,834.35",1.0000,"3,834.35",B-21513,"3,834.35",0.00
PAY-D-7977,Bill Payment,04/16/2026,V-1209,Sound Cartage Co.,ACH,938004953202942,USD,"3,369.99",1.0000,"3,369.99",B-20556,"2,834.08",0.00
PAY-D-7977,Bill Payment,04/16/2026,V-1209,Sound Cartage Co.,ACH,938004953202942,USD,"3,369.99",1.0000,"3,369.99",B-21178,535.91,
PAY-D-7978,Bill Payment,04/16/2026,V-1216,Chinook Smokehouse Co.,ACH,379263948866865,USD,"14,910.09",1.0000,"14,910.09",B-20521,"14,910.09",0.00
PAY-D-7979,Bill Payment,04/16/2026,V-1220,Treasure Valley Trucking,ACH,310015433475540,USD,"2,340.81",1.0000,"2,340.81",B-21084,"2,340.81",0.00
PAY-D-7980,Bill Payment,04/16/2026,V-1223,Malheur Onion Co.,CHECK,40317,USD,"8,935.00",1.0000,"8,935.00",B-21520,"8,935.00",0.00
PAY-D-7981,Bill Payment,04/16/2026,V-1226,Skagit Valley Grains,CHECK,40318,USD,"13,045.70",1.0000,"13,045.70",B-20904,"13,045.70",0.00
