Bill No,Vendor ID,Vendor Name,Vendor Ref,Bill Date,Due Date,Currency,Amount,Balance Due,Status
B-21359,V-1124,Coos Bay Crab Co.,CBC-43436,12/29/2025,01/28/2026,USD,"6,233.95",0.00,Paid
B-21360,V-1166,Crown Linen & Uniform,CLU-45664,05/11/2026,06/10/2026,USD,573.08,0.00,Paid
B-21361,V-1236,Kittitas Hay & Grain,KHG-25548,02/27/2026,03/14/2026,USD,"4,229.76",0.00,Paid
B-21362,V-1290,Columbia Gorge Orchards,CGO-75871,05/26/2026,06/25/2026,USD,"9,683.33",0.00,Paid
B-21363,V-1270,Santiam Canning Co.,SCC-51712,02/16/2026,03/03/2026,USD,"11,171.16",0.00,Paid
B-21364,V-1223,Malheur Onion Co.,MOC-17225,04/13/2026,05/13/2026,USD,"13,795.63",0.00,Paid
B-21365,V-1142,Umatilla Specialty Produce,USP-32256,04/20/2026,05/20/2026,USD,"12,014.89",0.00,Paid
B-21366,V-1226,Skagit Valley Grains,SVG-15563,03/26/2026,04/25/2026,USD,"8,764.23",0.00,Paid
B-21367,V-1055,Wenatchee Pear Packers,WPP-34400,01/14/2026,02/13/2026,USD,"12,337.84",0.00,Paid
B-21368,V-1055,Wenatchee Pear Packers,WPP-34567,05/11/2026,06/10/2026,USD,"10,471.35",0.00,Paid
B-21370,V-1235,Bitterroot Bakehouse Supply,BBS-56810,05/28/2026,06/27/2026,USD,"10,145.21",0.00,Paid
B-21371,V-1080,Mt. Hood Berry Farm,MHB-48596,04/13/2026,05/13/2026,USD,"12,575.51",0.00,Paid
B-21372,V-1237,McKenzie River Mills,MRM-67343,01/30/2026,03/01/2026,USD,"7,969.00",0.00,Paid
B-21373,V-1078,Rogue Valley Cheese Works,RVC-37334,04/01/2026,05/01/2026,USD,"10,608.94",0.00,Paid
B-21375,V-1220,Treasure Valley Trucking,TVT-66187,05/29/2026,06/28/2026,USD,"1,461.62",0.00,Paid
B-21376,V-1142,Umatilla Specialty Produce,USP-32360,05/29/2026,06/28/2026,USD,"9,116.48",0.00,Paid
B-21379,V-1142,Umatilla Specialty Produce,USP-32111,02/23/2026,03/25/2026,USD,"9,759.87",0.00,Paid
B-21380,V-1226,Skagit Valley Grains,SVG-15601,04/15/2026,05/15/2026,USD,"15,063.55",0.00,Paid
B-21381,V-1096,Tri-County Health Permits,THP-64216,03/16/2026,04/15/2026,USD,806.61,0.00,Paid
B-21382,V-1142,Umatilla Specialty Produce,USP-32320,05/11/2026,06/10/2026,USD,"13,024.84",0.00,Paid
B-21383,V-1226,Skagit Valley Grains,SVG-15674,05/22/2026,06/21/2026,USD,"7,439.74",0.00,Paid
B-21384,V-1265,Coastline Shredding,CS-36226,01/15/2026,02/14/2026,USD,162.12,0.00,Paid
B-21385,V-1151,Walla Walla Onion Growers,WWO-23088,03/06/2026,04/05/2026,USD,"9,506.75",0.00,Paid
B-21386,V-1020,Cascade Coldchain Logistics,CCL-22713,04/27/2026,05/27/2026,USD,"3,101.57",0.00,Paid
B-21387,V-1120,Columbia River Freightways,CRF-78059,05/19/2026,06/18/2026,USD,"2,808.04",0.00,Paid
B-21388,V-1206,Pend Oreille Wild Rice,POW-23741,02/10/2026,03/12/2026,USD,"6,648.00",0.00,Paid
B-21390,V-1274,Olympic Peninsula Mushrooms,OPM-33922,12/29/2025,01/13/2026,USD,"10,269.45",0.00,Paid
B-21391,V-1142,Umatilla Specialty Produce,USP-32269,04/28/2026,05/28/2026,USD,"5,748.16",0.00,Paid
B-21392,V-1128,Yakima Hop & Herb,YHH-36448,12/12/2025,01/11/2026,USD,"11,437.23",0.00,Paid
B-21393,V-1244,Portland Fleet Wash,PFW-12631,01/19/2026,02/18/2026,USD,220.66,0.00,Paid
B-21394,V-1205,Methow Valley Apples,MVA-59227,03/03/2026,03/18/2026,USD,"10,904.71",0.00,Paid
B-21397,V-1077,Puget Sound Shellfish Co.,PSS-18973,06/09/2026,07/09/2026,USD,"15,125.26","15,125.26",Open
B-21398,V-1078,Rogue Valley Cheese Works,RVC-37450,06/05/2026,07/05/2026,USD,"11,185.36","11,185.36",Open
B-21399,V-1181,Duwamish Industrial Partners,RENT-2026-03,03/01/2026,03/01/2026,USD,"6,420.00",0.00,Paid
B-21400,V-1224,Siuslaw Cranberry Growers,SCG-27566,06/15/2026,07/15/2026,USD,"9,925.07","9,925.07",Open
B-21401,V-1239,Newberg Nut Growers,NNG-32172,03/19/2026,04/18/2026,USD,"7,461.46",0.00,Paid
B-21402,V-1120,Columbia River Freightways,CRF-77745,01/13/2026,02/12/2026,USD,"2,883.89",0.00,Paid
B-21403,V-1266,Silvies River Lamb,SRL-64611,06/08/2026,07/08/2026,USD,"11,681.26","11,681.26",Open
B-21404,V-1023,Clearwater Creamery,CC-68114,04/28/2026,05/28/2026,USD,"5,413.45",0.00,Paid
B-21405,V-1143,CloudLedger Software,CS-70147,06/16/2026,07/16/2026,USD,489.66,489.66,Open
B-21406,V-1231,Evergreen Mutual Insurance,EMI-22066,05/28/2026,06/27/2026,USD,"8,044.43",0.00,Paid
B-21407,V-1187,"Pacific Coast Packaging, L.L.C.",PCP-23327,04/09/2026,05/09/2026,USD,"4,082.34",0.00,Paid
B-21408,V-1173,Nisqually Salmon Co.,NSC-71687,01/05/2026,02/04/2026,USD,"10,321.62",0.00,Paid
B-21409,V-1220,Treasure Valley Trucking,TVT-65918,03/12/2026,04/11/2026,USD,"2,561.81",0.00,Paid
B-21410,V-1209,Sound Cartage Co.,SCC-77218,04/21/2026,05/21/2026,USD,"1,566.48",0.00,Paid
B-21411,V-1020,Cascade Coldchain Logistics,CCL-22463,01/05/2026,02/04/2026,USD,"3,966.40",0.00,Paid
B-21412,V-1220,Treasure Valley Trucking,TVT-66033,04/13/2026,05/13/2026,USD,"1,446.74",0.00,Paid
B-21413,V-1255,Coquille Dairy Cooperative,CDC-45359,06/10/2026,07/10/2026,USD,"11,284.94","11,284.94",Open
B-21414,V-1265,Coastline Shredding,CS-36358,06/24/2026,07/24/2026,USD,105.19,105.19,Open
B-21415,V-1088,Oregon Tilth Certification,OTC-19230,02/16/2026,03/18/2026,USD,920.40,0.00,Paid
B-21416,V-1011,Klamath Basin Potato Co.,KBP-11487,02/13/2026,03/15/2026,USD,"14,881.15",0.00,Paid
B-21417,V-1127,Nooksack Berry Growers,NBG-54462,06/05/2026,06/20/2026,USD,"15,082.37",0.00,Paid
B-21418,V-1124,Coos Bay Crab Co.,CBC-43295,05/04/2026,06/03/2026,USD,"10,499.53",0.00,Paid
B-21419,V-1233,Lummi Bay Seafood,LBS-35478,05/18/2026,06/17/2026,USD,"13,765.82",0.00,Paid
B-21420,V-1289,Blue Heron Preserves,BHP-43570,01/05/2026,01/20/2026,USD,"8,509.11",0.00,Paid
B-21421,V-1078,Rogue Valley Cheese Works,RVC-37344,04/15/2026,05/15/2026,USD,"12,806.62",0.00,Paid
B-21422,V-1066,Willamette Sanitation Supply,WSS-12585,01/23/2026,02/22/2026,USD,272.79,0.00,Paid
B-21423,V-1136,Hells Canyon Honey,HCH-37285,02/23/2026,03/25/2026,USD,"12,977.95",0.00,Paid
B-21424,V-1266,Silvies River Lamb,SRL-64383,03/05/2026,04/04/2026,USD,"14,685.84",0.00,Paid
B-21425,V-1209,Sound Cartage Co.,SCC-76978,01/26/2026,02/25/2026,USD,"2,857.71",0.00,Paid
B-21426,V-1021,Harborview Sign Co.,HSC-72968,05/04/2026,06/03/2026,USD,"1,296.57",0.00,Paid
B-21427,V-1003,Ridgewire Telecom,RT-27226,03/09/2026,03/29/2026,USD,"1,346.49",0.00,Paid
B-21428,V-1120,Columbia River Freightways,CRF-77969,04/01/2026,05/01/2026,USD,"2,056.10",0.00,Paid
B-21429,V-1078,Rogue Valley Cheese Works,RVC-37387,05/04/2026,06/03/2026,USD,"10,449.31",0.00,Paid
B-21430,V-1233,Lummi Bay Seafood,LBS-35420,04/21/2026,05/21/2026,USD,"8,982.71",0.00,Paid
B-21432,V-1003,Ridgewire Telecom,RT-27237,04/07/2026,04/27/2026,USD,"1,254.62",0.00,Paid
B-21435,V-1280,Grande Ronde Poultry,GRP-20486,05/11/2026,05/26/2026,USD,"12,936.32",0.00,Paid
B-21436,V-1020,Cascade Coldchain Logistics,CCL-22588,02/23/2026,03/25/2026,USD,"4,956.31",0.00,Paid
B-21437,V-1266,Silvies River Lamb,SRL-64682,12/16/2025,01/15/2026,USD,"14,434.17",0.00,Paid
B-21438,V-1142,Umatilla Specialty Produce,USP-32021,01/19/2026,02/18/2026,USD,"4,807.61",0.00,Paid
B-21439,V-1290,Columbia Gorge Orchards,CGO-75774,03/25/2026,04/24/2026,USD,"15,516.79",0.00,Paid
B-21440,V-1274,Olympic Peninsula Mushrooms,OPM-33720,02/27/2026,03/14/2026,USD,"10,088.66",0.00,Paid
B-21441,V-1080,Mt. Hood Berry Farm,MHB-48763,06/08/2026,07/08/2026,USD,"5,585.20","5,585.20",Open
B-21442,V-1227,Blue Mountain Carriers,BMC-59764,05/22/2026,06/21/2026,USD,"2,949.89",0.00,Paid
B-21444,V-1266,Silvies River Lamb,SRL-64530,04/29/2026,05/29/2026,USD,"12,809.97",0.00,Paid
B-21445,V-1252,Snake River Trout Farms,SRT-48312,05/04/2026,06/03/2026,USD,"10,490.86",0.00,Paid
B-21446,V-1023,Clearwater Creamery,CC-67850,01/01/2026,01/31/2026,USD,"8,614.00",0.00,Paid
B-21447,V-1066,Willamette Sanitation Supply,WSS-12652,05/28/2026,06/27/2026,USD,965.74,0.00,Paid
B-21448,V-1251,Payette Valley Beef,PVB-56873,05/15/2026,06/14/2026,USD,"6,608.61",0.00,Paid
B-21449,V-1242,Teton Valley Trout,TVT-23176,03/09/2026,04/08/2026,USD,"15,524.79",0.00,Paid
B-21450,V-1173,Nisqually Salmon Co.,NSC-72081,06/01/2026,07/01/2026,USD,"7,216.29",0.00,Paid
B-21451,V-1204,Northwest Reefer Transport,NRT-66615,05/19/2026,06/18/2026,USD,"3,146.91",0.00,Paid
B-21452,V-1015,Deschutes Brewing Supply Co-op,DBS-69770,04/09/2026,05/09/2026,USD,"14,568.93",0.00,Paid
B-21453,V-1155,Pacific Fleet Fuel,PFF-26189,05/07/2026,06/06/2026,USD,"4,537.45",0.00,Paid
B-21454,V-1206,Pend Oreille Wild Rice,POW-23975,05/08/2026,06/07/2026,USD,"6,560.57",0.00,Paid
B-21455,V-1074,Scappoose Organic Farms,SOF-71068,04/06/2026,05/06/2026,USD,"15,102.25",0.00,Paid
B-21456,V-1161,Salem Pallet Recyclers,SPR-14180,02/23/2026,03/25/2026,USD,629.17,0.00,Paid
B-21457,V-1200,Yamhill Charcuterie,YC-21286,06/09/2026,07/09/2026,USD,"12,785.08","12,785.08",Open
B-21458,V-1173,Nisqually Salmon Co.,NSC-72148,06/24/2026,07/24/2026,USD,"5,729.64","5,729.64",Open
B-21459,V-1204,Northwest Reefer Transport,NRT-66274,01/20/2026,02/19/2026,USD,"4,411.67",0.00,Paid
B-21460,V-1284,Hood Canal Oyster Co.,HCO-69358,05/06/2026,06/05/2026,USD,"5,331.16",0.00,Paid
B-21461,V-1233,Lummi Bay Seafood,LBS-35319,03/05/2026,04/04/2026,USD,"10,104.68",0.00,Paid
B-21462,V-1206,Pend Oreille Wild Rice,POW-23943,04/20/2026,05/20/2026,USD,"12,077.04",0.00,Paid
B-21463,V-1200,Yamhill Charcuterie,YC-21237,05/12/2026,06/11/2026,USD,"14,005.76",0.00,Paid
B-21464,V-1080,Mt. Hood Berry Farm,MHB-48768,06/26/2026,07/26/2026,USD,"9,849.70","9,849.70",Open
B-21465,V-1166,Crown Linen & Uniform,CLU-45604,03/04/2026,04/03/2026,USD,404.69,0.00,Paid
B-21466,V-1173,Nisqually Salmon Co.,NSC-71860,03/16/2026,04/15/2026,USD,"8,509.78",0.00,Paid
B-21467,V-1151,Walla Walla Onion Growers,WWO-23383,06/26/2026,07/26/2026,USD,"9,906.66","9,906.66",Open
B-21468,V-1051,Stumptown Office Supply,SOS-11956,01/19/2026,02/18/2026,USD,645.85,0.00,Paid
B-21469,V-1147,Oregon Coast Seafood Traders,OCS-58882,02/10/2026,03/12/2026,USD,"10,580.64",0.00,Paid
B-21470,V-1147,Oregon Coast Seafood Traders,OCS-58975,03/11/2026,04/10/2026,USD,"8,591.92",0.00,Paid
B-21471,V-1077,Puget Sound Shellfish Co.,PSS-18864,04/14/2026,05/14/2026,USD,"6,893.21",0.00,Paid
B-21472,V-1078,Rogue Valley Cheese Works,RVC-37422,05/29/2026,06/28/2026,USD,"4,616.74",0.00,Paid
B-21473,V-1239,Newberg Nut Growers,NNG-32152,03/10/2026,04/09/2026,USD,"9,288.67",0.00,Paid
B-21474,V-1204,Northwest Reefer Transport,NRT-66570,05/01/2026,05/31/2026,USD,"3,153.35",0.00,Paid
B-21475,V-1020,Cascade Coldchain Logistics,CCL-22540,02/03/2026,03/05/2026,USD,"3,497.20",0.00,Paid
B-21476,V-1223,Malheur Onion Co.,MOC-17103,02/02/2026,03/04/2026,USD,"4,792.50",0.00,Paid
B-21477,V-1294,Umpqua Oat Mill,UOM-16113,06/19/2026,07/19/2026,USD,"11,029.95","11,029.95",Open
B-21478,V-1127,Nooksack Berry Growers,NBG-54241,02/11/2026,02/26/2026,USD,"8,933.30",0.00,Paid
B-21479,V-1136,Hells Canyon Honey,HCH-37481,05/27/2026,06/26/2026,USD,"15,356.82",0.00,Paid
B-21480,V-1020,Cascade Coldchain Logistics,CCL-22863,06/10/2026,07/10/2026,USD,"3,329.18","3,329.18",Open
B-21481,V-1237,McKenzie River Mills,MRM-67611,06/01/2026,07/01/2026,USD,"8,285.87",0.00,Paid
B-21482,V-1011,Klamath Basin Potato Co.,KBP-11606,03/20/2026,04/19/2026,USD,"10,418.50",0.00,Paid
B-21484,V-1281,Boardman Tree Fruit,BTF-48257,01/15/2026,02/14/2026,USD,"9,715.50",0.00,Paid
B-21485,V-1206,Pend Oreille Wild Rice,POW-24012,05/25/2026,06/24/2026,USD,"13,301.61",0.00,Paid
B-21486,V-1205,Methow Valley Apples,MVA-59435,06/22/2026,07/07/2026,USD,"10,674.79","10,674.79",Open
B-21487,V-1151,Walla Walla Onion Growers,WWO-23239,04/28/2026,05/28/2026,USD,"7,745.91",0.00,Paid
B-21491,V-1200,Yamhill Charcuterie,YC-21005,01/06/2026,02/05/2026,USD,"9,520.52",0.00,Paid
B-21492,V-1128,Yakima Hop & Herb,YHH-36248,03/05/2026,04/04/2026,USD,"13,758.93",0.00,Paid
B-21493,V-1058,Ridgeline Express,RE-17471,03/09/2026,04/08/2026,USD,"2,182.62",0.00,Paid
B-21494,V-1154,Brightline Janitorial,BJ-36150,02/02/2026,03/04/2026,USD,"1,642.04",0.00,Paid
B-21495,V-1239,Newberg Nut Growers,NNG-32284,04/27/2026,05/27/2026,USD,"5,831.45",0.00,Paid
B-21496,V-1209,Sound Cartage Co.,SCC-77409,12/22/2025,01/21/2026,USD,"1,176.60",0.00,Paid
B-21498,V-1239,Newberg Nut Growers,NNG-32112,03/02/2026,04/01/2026,USD,"4,412.38",0.00,Paid
B-21499,V-1066,Willamette Sanitation Supply,WSS-12608,03/30/2026,04/29/2026,USD,516.83,0.00,Paid
B-21500,V-1227,Blue Mountain Carriers,BMC-59713,04/30/2026,05/30/2026,USD,"3,127.02",0.00,Paid
B-21502,V-1136,Hells Canyon Honey,HCH-37445,05/04/2026,06/03/2026,USD,"13,451.20",0.00,Paid
B-21503,V-1173,Nisqually Salmon Co.,NSC-72019,05/04/2026,06/03/2026,USD,"3,842.73",0.00,Paid
B-21504,V-1274,Olympic Peninsula Mushrooms,OPM-33830,04/16/2026,05/01/2026,USD,"15,394.14",0.00,Paid
B-21505,V-1173,Nisqually Salmon Co.,NSC-72119,06/18/2026,07/18/2026,USD,"10,273.69","10,273.69",Open
B-21506,V-1119,Cowlitz Creek Farms,CCF-61295,03/30/2026,04/14/2026,USD,"8,873.85",0.00,Paid
B-21507,V-1120,Columbia River Freightways,CRF-78094,06/08/2026,07/08/2026,USD,"1,925.01","1,925.01",Open
B-21508,V-1270,Santiam Canning Co.,SCC-51732,02/23/2026,03/10/2026,USD,"13,332.48",0.00,Paid
B-21510,V-1220,Treasure Valley Trucking,TVT-66234,06/15/2026,07/15/2026,USD,833.40,833.40,Open
B-21511,V-1299,Evergreen Box & Film,EBF-19459,02/26/2026,03/28/2026,USD,"1,867.27",0.00,Paid
B-21512,V-1255,Coquille Dairy Cooperative,CDC-45137,02/09/2026,03/11/2026,USD,"10,811.78",0.00,Paid
B-21513,V-1206,Pend Oreille Wild Rice,POW-23867,03/23/2026,04/22/2026,USD,"3,834.35",0.00,Paid
B-21514,V-1204,Northwest Reefer Transport,NRT-66412,02/20/2026,03/22/2026,USD,"1,344.98",0.00,Paid
B-21515,V-1066,Willamette Sanitation Supply,WSS-12648,04/27/2026,05/27/2026,USD,924.96,0.00,Paid
B-21516,V-1289,Blue Heron Preserves,BHP-43578,01/14/2026,01/29/2026,USD,"14,788.72",0.00,Paid
B-21517,V-1147,Oregon Coast Seafood Traders,OCS-59104,05/20/2026,06/19/2026,USD,"6,209.08",0.00,Paid
B-21518,V-1251,Payette Valley Beef,PVB-56896,05/28/2026,06/27/2026,USD,"6,237.04",0.00,Paid
B-21519,V-1235,Bitterroot Bakehouse Supply,BBS-56707,03/19/2026,04/18/2026,USD,"9,199.63",0.00,Paid
B-21520,V-1223,Malheur Onion Co.,MOC-17175,03/23/2026,04/22/2026,USD,"8,935.00",0.00,Paid
B-21521,V-1251,Payette Valley Beef,PVB-56817,04/28/2026,05/28/2026,USD,"14,424.44",0.00,Paid
B-21523,V-1237,McKenzie River Mills,MRM-67561,05/11/2026,06/10/2026,USD,"10,027.66",0.00,Paid
B-21524,V-1235,Bitterroot Bakehouse Supply,BBS-56580,01/15/2026,02/14/2026,USD,"13,833.14",0.00,Paid
B-21525,V-1067,Marlowe Ostrander LLP,MOL-28243,01/27/2026,02/26/2026,USD,"3,784.14",0.00,Paid
B-21526,V-1020,Cascade Coldchain Logistics,CCL-22725,05/01/2026,05/31/2026,USD,"3,636.55",0.00,Paid
B-21528,V-1220,Treasure Valley Trucking,TVT-66131,05/07/2026,06/06/2026,USD,"2,857.24",0.00,Paid
B-21529,V-1136,Hells Canyon Honey,HCH-37334,03/18/2026,04/17/2026,USD,"6,381.53",0.00,Paid
B-21530,V-1211,Portland General Utilities,PGU-43345,05/13/2026,06/02/2026,USD,"1,368.12",0.00,Paid
B-21531,V-1011,Klamath Basin Potato Co.,KBP-11710,04/24/2026,05/24/2026,USD,"6,271.83",0.00,Paid
B-21533,V-1251,Payette Valley Beef,PVB-56516,01/05/2026,02/04/2026,USD,"15,481.05",0.00,Paid
B-21536,V-1151,Walla Walla Onion Growers,WWO-23123,03/23/2026,04/22/2026,USD,"12,269.51",0.00,Paid
B-21537,V-1173,Nisqually Salmon Co.,NSC-71961,04/17/2026,05/17/2026,USD,"12,826.28",0.00,Paid
B-21538,V-1193,Chehalis Valley Eggs,CVE-61237,12/09/2025,01/08/2026,USD,"7,615.80",0.00,Paid
B-21539,V-1128,Yakima Hop & Herb,YHH-36418,06/24/2026,07/24/2026,USD,"6,901.42","6,901.42",Open
B-21540,V-1120,Columbia River Freightways,CRF-78116,06/18/2026,07/18/2026,USD,814.81,814.81,Open
B-21541,V-1119,Cowlitz Creek Farms,CCF-61391,05/07/2026,05/22/2026,USD,"13,097.39",0.00,Paid
B-21542,V-1151,Walla Walla Onion Growers,WWO-23173,04/13/2026,05/13/2026,USD,"10,044.31",0.00,Paid
B-21543,V-1265,Coastline Shredding,CS-36341,05/25/2026,06/24/2026,USD,198.42,0.00,Paid
B-21544,V-1187,"Pacific Coast Packaging, L.L.C.",PCP-23544,06/18/2026,07/18/2026,USD,"6,120.00","6,120.00",Open
B-21545,V-1042,Pacific Coast Packaging LLC,PCP-23494,06/10/2026,07/10/2026,USD,"3,360.80","3,360.80",Open
B-21550,V-1279,Willamette Valley Creamery,WVC-19390,05/04/2026,06/03/2026,USD,"5,709.07",0.00,Paid
B-21552,V-1237,McKenzie River Mills,MRM-67389,02/27/2026,03/29/2026,USD,"9,410.78",0.00,Paid
B-21553,V-1055,Wenatchee Pear Packers,WPP-34423,02/02/2026,03/04/2026,USD,"6,464.59",0.00,Paid
B-21554,V-1252,Snake River Trout Farms,SRT-48163,03/02/2026,04/01/2026,USD,"14,220.86",0.00,Paid
B-21556,V-1072,Gowen Field Commerce Park,RENT-2026-02,02/01/2026,02/01/2026,USD,"4,875.00",0.00,Paid
B-21557,V-1233,Lummi Bay Seafood,LBS-35491,06/03/2026,07/03/2026,USD,"12,798.84","12,798.84",Open
B-21558,V-1185,Mill Creek Temp Controls,MCT-57653,02/09/2026,03/11/2026,USD,777.83,0.00,Paid
B-21559,V-1291,Palouse Lentil Growers,PLG-19688,05/21/2026,06/05/2026,USD,"11,289.60",0.00,Paid
B-21560,V-1167,Lombard Street Properties LLC,RENT-2026-06,06/01/2026,06/01/2026,USD,"8,500.00",0.00,Paid
B-21561,V-1204,Northwest Reefer Transport,NRT-66538,04/27/2026,05/27/2026,USD,"3,243.52",0.00,Paid
B-21562,V-1023,Clearwater Creamery,CC-68103,04/22/2026,05/22/2026,USD,"8,015.55",0.00,Paid
B-21563,V-1197,Northgate IT Partners,NIP-72389,03/30/2026,04/29/2026,USD,"2,499.43",0.00,Paid
B-21564,V-1136,Hells Canyon Honey,HCH-37201,01/08/2026,02/07/2026,USD,"14,042.95",0.00,Paid
B-21566,V-1119,Cowlitz Creek Farms,CCF-61417,05/26/2026,06/10/2026,USD,"15,046.29",0.00,Paid
B-21567,V-1055,Wenatchee Pear Packers,WPP-34449,02/09/2026,03/11/2026,USD,"12,820.43",0.00,Paid
B-21568,V-1223,Malheur Onion Co.,MOC-17355,06/24/2026,07/24/2026,USD,"6,259.18","6,259.18",Open
B-21569,V-1066,Willamette Sanitation Supply,WSS-12640,04/02/2026,05/02/2026,USD,794.74,0.00,Paid
B-21570,V-1280,Grande Ronde Poultry,GRP-20369,03/11/2026,03/26/2026,USD,"5,730.62",0.00,Paid
B-21571,V-1124,Coos Bay Crab Co.,CBC-43267,04/13/2026,05/13/2026,USD,"15,543.39",0.00,Paid
B-21572,V-1173,Nisqually Salmon Co.,NSC-71709,01/19/2026,02/18/2026,USD,"9,173.22",0.00,Paid
B-21573,V-1279,Willamette Valley Creamery,WVC-19418,05/18/2026,06/17/2026,USD,"13,271.17",0.00,Paid
B-21574,V-1119,Cowlitz Creek Farms,CCF-61454,06/17/2026,07/02/2026,USD,"6,763.60","6,763.60",Open
B-21575,V-1288,Wallowa Grass-Fed Beef,WGB-71951,03/17/2026,04/16/2026,USD,"9,481.18",0.00,Paid
B-21576,V-1143,CloudLedger Software,CS-70112,04/14/2026,05/14/2026,USD,468.11,0.00,Paid
B-21577,V-1206,Pend Oreille Wild Rice,POW-23903,04/06/2026,05/06/2026,USD,"12,562.03",0.00,Paid
B-21578,V-1180,Beaverton Forklift Leasing,BFL-51842,02/02/2026,03/04/2026,USD,"2,186.61",0.00,Paid
B-21579,V-1193,Chehalis Valley Eggs,CVE-61080,05/18/2026,06/17/2026,USD,"5,845.44",0.00,Paid
B-21580,V-1242,Teton Valley Trout,TVT-23103,02/03/2026,03/05/2026,USD,"14,846.22",0.00,Paid
B-21581,V-1209,Sound Cartage Co.,SCC-77039,02/26/2026,03/28/2026,USD,"1,757.33",0.00,Paid
B-21583,V-1124,Coos Bay Crab Co.,CBC-43347,06/08/2026,07/08/2026,USD,"14,579.31","14,579.31",Open
B-21584,V-1142,Umatilla Specialty Produce,USP-32009,01/12/2026,02/11/2026,USD,"15,392.15",0.00,Paid
