Invoice No,Customer ID,Customer Name,Invoice Date,Due Date,Terms,Currency,Subtotal,Tax,Total,Exchange Rate,Total (USD),Balance Due,Status
INV-10852,C-0273,Coldwater Creek Market,06/22/2026,07/22/2026,Net 30,USD,"12,789.96",0.00,"12,789.96",1.0000,"12,789.96","12,789.96",Open
INV-10853,C-0414,Belmont Natural Foods,06/22/2026,07/22/2026,Net 30,USD,"24,609.11",0.00,"24,609.11",1.0000,"24,609.11","24,609.11",Open
INV-10854,C-0036,Alpine Eatery,06/23/2026,07/08/2026,Net 15,USD,"2,637.26",0.00,"2,637.26",1.0000,"2,637.26","2,637.26",Open
INV-10855,C-0139,Greenhouse Bistro,06/23/2026,07/08/2026,Net 15,USD,"1,269.80",0.00,"1,269.80",1.0000,"1,269.80","1,269.80",Open
INV-10856,C-0378,Yellowjacket Taproom,06/23/2026,07/08/2026,Net 15,USD,"2,476.56",0.00,"2,476.56",1.0000,"2,476.56","2,476.56",Open
INV-10857,C-0335,Mountain Grocers Inc.,06/29/2026,07/29/2026,Net 30,USD,"21,455.17",0.00,"21,455.17",1.0000,"21,455.17","21,455.17",Open
INV-10858,C-0172,Driftless Tavern,06/22/2026,07/07/2026,Net 15,USD,"2,740.14",0.00,"2,740.14",1.0000,"2,740.14","2,740.14",Open
INV-10859,C-0198,GREEN VALLEY COOP #2,06/22/2026,07/22/2026,Net 30,USD,"21,328.06",0.00,"21,328.06",1.0000,"21,328.06","21,328.06",Open
INV-10860,C-0215,Nook Eatery,06/22/2026,07/07/2026,Net 15,USD,"3,192.39",0.00,"3,192.39",1.0000,"3,192.39","3,192.39",Open
INV-10861,C-0237,Plover Supper Club,06/22/2026,07/07/2026,Net 15,USD,994.19,0.00,994.19,1.0000,994.19,994.19,Open
INV-10862,C-0366,Kettle Bistro,06/22/2026,07/07/2026,Net 15,USD,"3,401.33",0.00,"3,401.33",1.0000,"3,401.33","3,401.33",Open
INV-10863,C-0066,Keel Smokehouse,06/23/2026,07/08/2026,Net 15,USD,710.85,0.00,710.85,1.0000,710.85,710.85,Open
INV-10864,C-0186,Hawthorne Fresh Market,06/23/2026,07/23/2026,Net 30,USD,"27,185.27",0.00,"27,185.27",1.0000,"27,185.27","27,185.27",Open
INV-10865,C-0105,Whidbey Harvest Co-op,06/24/2026,07/24/2026,Net 30,USD,"26,294.77",0.00,"26,294.77",1.0000,"26,294.77","26,294.77",Open
INV-10866,C-0340,Eastside Cafe,06/24/2026,07/09/2026,Net 15,USD,"3,972.83",0.00,"3,972.83",1.0000,"3,972.83","3,972.83",Open
INV-10867,C-0046,Yakima Orchard Market,06/29/2026,07/29/2026,Net 30,USD,"21,450.82",0.00,"21,450.82",1.0000,"21,450.82","21,450.82",Open
INV-10868,C-0143,Gorge Valley Co-op,06/29/2026,07/29/2026,Net 30,USD,"22,487.66",0.00,"22,487.66",1.0000,"22,487.66","22,487.66",Open
INV-10869,C-0033,Treasure Valley Market,06/30/2026,07/30/2026,Net 30,USD,"18,982.98",0.00,"18,982.98",1.0000,"18,982.98","18,982.98",Open
INV-10870,C-0037,Bellwether Tavern,06/23/2026,07/08/2026,Net 15,USD,"3,798.41",0.00,"3,798.41",1.0000,"3,798.41","3,798.41",Open
INV-10871,C-0069,Riverbend Natural Grocers,06/23/2026,07/23/2026,Net 30,USD,"21,340.36",0.00,"21,340.36",1.0000,"21,340.36","21,340.36",Open
INV-10872,C-0075,Vesper Pizzeria,06/23/2026,07/08/2026,Net 15,USD,"2,277.73",0.00,"2,277.73",1.0000,"2,277.73","2,277.73",Open
INV-10873,C-0182,Jasper Bakery,06/25/2026,07/10/2026,Net 15,USD,"4,183.83",0.00,"4,183.83",1.0000,"4,183.83","4,183.83",Open
INV-10874,C-0133,Sawtooth Natural Foods,06/29/2026,07/29/2026,Net 30,USD,"28,456.37",0.00,"28,456.37",1.0000,"28,456.37","28,456.37",Open
INV-10875,C-0261,Harbor Tavern,06/24/2026,07/09/2026,Net 15,USD,818.62,0.00,818.62,1.0000,818.62,818.62,Open
INV-10876,C-0355,Jackdaw Kitchen,06/25/2026,07/10/2026,Net 15,USD,"3,517.19",0.00,"3,517.19",1.0000,"3,517.19","3,517.19",Open
INV-10877,C-0233,Rose City Market Hall,06/18/2026,07/18/2026,Net 30,USD,"9,340.00",0.00,"9,340.00",1.0000,"9,340.00","9,340.00",Open
INV-10878,C-0027,Cascade Harvest Grocers,06/30/2026,07/30/2026,Net 30,USD,"23,333.74",0.00,"23,333.74",1.0000,"23,333.74","23,333.74",Open
INV-10879,C-0415,Kestrel Market Hall,06/30/2026,07/30/2026,Net 30,USD,"18,114.28",0.00,"18,114.28",1.0000,"18,114.28","18,114.28",Open
INV-10880,C-0283,Yardarm Smokehouse,06/26/2026,07/11/2026,Net 15,USD,"3,807.29",0.00,"3,807.29",1.0000,"3,807.29","3,807.29",Open
INV-10881,C-0420,Nehalem Bay Grocers,06/29/2026,07/29/2026,Net 30,USD,"28,964.35",0.00,"28,964.35",1.0000,"28,964.35","28,964.35",Open
INV-10882,C-0330,Alder Street Market,06/30/2026,07/30/2026,Net 30,USD,"13,568.77",0.00,"13,568.77",1.0000,"13,568.77","13,568.77",Open
INV-10883,C-0399,Larch Mountain Mercantile,06/29/2026,07/29/2026,Net 30,USD,"28,431.97",0.00,"28,431.97",1.0000,"28,431.97","28,431.97",Open
INV-10884,C-0090,Zigzag Mountain Grocery,06/29/2026,07/29/2026,Net 30,USD,"22,790.07",0.00,"22,790.07",1.0000,"22,790.07","22,790.07",Open
INV-9851,C-0036,Alpine Eatery,10/06/2025,10/21/2025,Net 15,USD,"1,794.44",0.00,"1,794.44",1.0000,"1,794.44","1,794.44",Open
INV-9852,C-0035,Velvet Taproom,10/10/2025,10/25/2025,Net 15,USD,"1,795.43",0.00,"1,795.43",1.0000,"1,795.43","1,795.43",Open
INV-9853,C-0088,Palouse Provisions,12/04/2025,01/03/2026,Net 30,USD,"16,317.07",0.00,"16,317.07",1.0000,"16,317.07",0.00,Paid
INV-9854,C-0133,Sawtooth Natural Foods,12/04/2025,01/03/2026,Net 30,USD,"15,415.38",0.00,"15,415.38",1.0000,"15,415.38",0.00,Paid
INV-9855,C-0273,Coldwater Creek Market,12/04/2025,01/03/2026,Net 30,USD,"12,652.18",0.00,"12,652.18",1.0000,"12,652.18",0.00,Paid
INV-9856,C-0186,Hawthorne Fresh Market,12/04/2025,01/03/2026,Net 30,USD,"25,894.56",0.00,"25,894.56",1.0000,"25,894.56",0.00,Paid
INV-9857,C-0233,Rose City Market Hall,12/04/2025,01/03/2026,Net 30,USD,"21,035.01",0.00,"21,035.01",1.0000,"21,035.01",0.00,Paid
INV-9858,C-0330,Alder Street Market,12/05/2025,01/04/2026,Net 30,USD,"21,180.62",0.00,"21,180.62",1.0000,"21,180.62",0.00,Paid
INV-9859,C-0400,Salmonberry Market,12/05/2025,01/04/2026,Net 30,USD,"16,478.73",0.00,"16,478.73",1.0000,"16,478.73",0.00,Paid
INV-9860,C-0122,Owyhee Mercantile,12/04/2025,01/03/2026,Net 30,USD,"12,011.91",0.00,"12,011.91",1.0000,"12,011.91",0.00,Paid
INV-9861,C-0046,Yakima Orchard Market,12/05/2025,01/04/2026,Net 30,USD,"21,368.66",0.00,"21,368.66",1.0000,"21,368.66",0.00,Paid
INV-9862,C-0096,Pioneer Square Provisions,12/08/2025,01/07/2026,Net 30,USD,"22,257.49",0.00,"22,257.49",1.0000,"22,257.49",0.00,Paid
INV-9863,C-0331,Ironwood Grocery,12/08/2025,01/07/2026,Net 30,USD,"13,992.68",0.00,"13,992.68",1.0000,"13,992.68",0.00,Paid
INV-9864,C-0348,Foxglove Market,12/08/2025,01/07/2026,Net 30,USD,"26,178.70",0.00,"26,178.70",1.0000,"26,178.70",0.00,Paid
INV-9865,C-0389,Umpqua Valley Foods,12/04/2025,01/03/2026,Net 30,USD,"19,779.29",0.00,"19,779.29",1.0000,"19,779.29",0.00,Paid
INV-9866,C-0069,Riverbend Natural Grocers,12/05/2025,01/04/2026,Net 30,USD,"23,670.49",0.00,"23,670.49",1.0000,"23,670.49",0.00,Paid
INV-9867,C-0090,Zigzag Mountain Grocery,12/08/2025,01/07/2026,Net 30,USD,"27,626.10",0.00,"27,626.10",1.0000,"27,626.10",0.00,Paid
INV-9868,C-0143,Gorge Valley Co-op,12/08/2025,01/07/2026,Net 30,USD,"24,120.85",0.00,"24,120.85",1.0000,"24,120.85",0.00,Paid
INV-9869,C-0399,Larch Mountain Mercantile,12/10/2025,01/09/2026,Net 30,USD,"17,810.36",0.00,"17,810.36",1.0000,"17,810.36",0.00,Paid
INV-9870,C-0012,Olallie Market,12/04/2025,01/03/2026,Net 30,USD,"15,991.86",0.00,"15,991.86",1.0000,"15,991.86",0.00,Paid
INV-9871,C-0183,Madrona Food Co-op,12/04/2025,01/03/2026,Net 30,USD,"13,392.73",0.00,"13,392.73",1.0000,"13,392.73",0.00,Paid
INV-9872,C-0379,Filbert & Oak Market,12/05/2025,01/04/2026,Net 30,USD,"14,880.52",0.00,"14,880.52",1.0000,"14,880.52",0.00,Paid
INV-9873,C-0027,Cascade Harvest Grocers,12/10/2025,01/09/2026,Net 30,USD,"25,448.04",0.00,"25,448.04",1.0000,"25,448.04",0.00,Paid
INV-9874,C-0163,Elk Rock Provisions,12/10/2025,01/09/2026,Net 30,USD,"18,467.16",0.00,"18,467.16",1.0000,"18,467.16",0.00,Paid
INV-9875,C-0193,Quinault Country Store,12/04/2025,01/03/2026,Net 30,USD,"26,756.65",0.00,"26,756.65",1.0000,"26,756.65",0.00,Paid
INV-9876,C-0415,Kestrel Market Hall,12/04/2025,01/03/2026,Net 30,USD,"11,895.59",0.00,"11,895.59",1.0000,"11,895.59",0.00,Paid
INV-9877,C-0420,Nehalem Bay Grocers,12/04/2025,01/03/2026,Net 30,USD,"23,550.64",0.00,"23,550.64",1.0000,"23,550.64",0.00,Paid
INV-9878,C-0064,Juniper Hill Foods,12/05/2025,01/04/2026,Net 30,USD,"22,982.46",0.00,"22,982.46",1.0000,"22,982.46",0.00,Paid
INV-9879,C-0357,Mountain Grocers LLC,12/05/2025,01/04/2026,Net 30,USD,"23,929.86",0.00,"23,929.86",1.0000,"23,929.86",0.00,Paid
INV-9880,C-0427,Deschutes Food Hall,12/09/2025,01/08/2026,Net 30,USD,"22,488.49",0.00,"22,488.49",1.0000,"22,488.49",0.00,Paid
INV-9881,C-0306,Tillamook Road Grocery,12/04/2025,01/03/2026,Net 30,USD,"24,680.05",0.00,"24,680.05",1.0000,"24,680.05",0.00,Paid
INV-9882,C-0198,GREEN VALLEY COOP #2,12/08/2025,01/07/2026,Net 30,USD,"27,326.69",0.00,"27,326.69",1.0000,"27,326.69",0.00,Paid
INV-9883,C-0147,Vashon Island Market,12/05/2025,01/04/2026,Net 30,USD,"12,339.91",0.00,"12,339.91",1.0000,"12,339.91",0.00,Paid
INV-9884,C-0414,Belmont Natural Foods,12/08/2025,01/07/2026,Net 30,USD,"16,033.40",0.00,"16,033.40",1.0000,"16,033.40",0.00,Paid
INV-9885,C-0045,Bridgetown Pantry,12/09/2025,01/08/2026,Net 30,USD,"17,381.87",0.00,"17,381.87",1.0000,"17,381.87",0.00,Paid
INV-9886,C-0200,Ember Lane Grocers,12/09/2025,01/08/2026,Net 30,USD,"19,621.81",0.00,"19,621.81",1.0000,"19,621.81",0.00,Paid
INV-9887,C-0247,Wren Noodle House,12/08/2025,12/23/2025,Net 15,USD,"3,225.33",0.00,"3,225.33",1.0000,"3,225.33",0.00,Paid
INV-9888,C-0335,Mountain Grocers Inc.,12/08/2025,01/07/2026,Net 30,USD,"28,574.96",0.00,"28,574.96",1.0000,"28,574.96",0.00,Paid
INV-9889,C-0337,Saffron Taproom,12/08/2025,12/23/2025,Net 15,USD,"3,646.46",0.00,"3,646.46",1.0000,"3,646.46",0.00,Paid
INV-9890,C-0301,Alpenkost GmbH,01/20/2026,04/20/2026,Net 90,EUR,"9,695.94",0.00,"9,695.94",1.0770,"10,442.53",0.00,Paid
INV-9891,C-0033,Treasure Valley Market,12/09/2025,01/08/2026,Net 30,USD,"20,348.26",0.00,"20,348.26",1.0000,"20,348.26",0.00,Paid
INV-9892,C-0250,Nettle Cantina,12/09/2025,12/24/2025,Net 15,USD,"2,448.21",0.00,"2,448.21",1.0000,"2,448.21",0.00,Paid
INV-9893,C-0404,Cairn Cafe,12/09/2025,12/24/2025,Net 15,USD,"3,800.87",0.00,"3,800.87",1.0000,"3,800.87",0.00,Paid
INV-9894,C-0105,Whidbey Harvest Co-op,12/10/2025,01/09/2026,Net 30,USD,"28,391.28",0.00,"28,391.28",1.0000,"28,391.28",0.00,Paid
INV-9895,C-0105,Whidbey Harvest Co-op,12/16/2025,01/15/2026,Net 30,USD,"25,975.29",0.00,"25,975.29",1.0000,"25,975.29",0.00,Paid
INV-9896,C-0301,Alpenkost GmbH,01/08/2026,04/08/2026,Net 90,EUR,"10,376.62",0.00,"10,376.62",1.0755,"11,160.05",0.00,Paid
INV-9897,C-0190,Magpie Tavern,12/09/2025,12/24/2025,Net 15,USD,"2,224.26",0.00,"2,224.26",1.0000,"2,224.26",0.00,Paid
INV-9898,C-0401,Pinewood Kitchen,12/10/2025,12/25/2025,Net 15,USD,"2,476.93",0.00,"2,476.93",1.0000,"2,476.93",0.00,Paid
INV-9899,C-0420,Nehalem Bay Grocers,12/17/2025,01/16/2026,Net 30,USD,"19,905.22",0.00,"19,905.22",1.0000,"19,905.22",0.00,Paid
INV-9900,C-0396,Driftwood Pantry,12/09/2025,01/08/2026,Net 30,USD,"25,069.42",0.00,"25,069.42",1.0000,"25,069.42",0.00,Paid
INV-9901,C-0107,Green Valley Co-op,12/10/2025,01/09/2026,Net 30,USD,"24,744.11",0.00,"24,744.11",1.0000,"24,744.11",0.00,Paid
INV-9902,C-0136,Redtail Brasserie,12/11/2025,12/26/2025,Net 15,USD,"3,834.56",0.00,"3,834.56",1.0000,"3,834.56",0.00,Paid
INV-9903,C-0183,Madrona Food Co-op,12/17/2025,01/16/2026,Net 30,USD,"22,250.98",0.00,"22,250.98",1.0000,"22,250.98",0.00,Paid
INV-9904,C-0348,Foxglove Market,12/18/2025,01/17/2026,Net 30,USD,"16,079.74",0.00,"16,079.74",1.0000,"16,079.74",0.00,Paid
INV-9905,C-0115,Gull Eatery,12/10/2025,12/25/2025,Net 15,USD,"3,461.44",0.00,"3,461.44",1.0000,"3,461.44",0.00,Paid
INV-9906,C-0121,Upland Kitchen,12/10/2025,12/25/2025,Net 15,USD,"1,302.63",0.00,"1,302.63",1.0000,"1,302.63",0.00,Paid
INV-9907,C-0365,Quarry Bistro,12/10/2025,12/25/2025,Net 15,USD,"2,141.60",0.00,"2,141.60",1.0000,"2,141.60",0.00,Paid
INV-9908,C-0308,Northstar Deli,12/11/2025,12/26/2025,Net 15,USD,"3,934.01",0.00,"3,934.01",1.0000,"3,934.01",0.00,Paid
INV-9909,C-0087,Inkwell Supper Club,12/12/2025,12/27/2025,Net 15,USD,799.94,0.00,799.94,1.0000,799.94,0.00,Paid
INV-9910,C-0200,Ember Lane Grocers,12/18/2025,01/17/2026,Net 30,USD,"18,008.51",0.00,"18,008.51",1.0000,"18,008.51",0.00,Paid
INV-9911,C-0335,Mountain Grocers Inc.,12/19/2025,01/18/2026,Net 30,USD,"25,057.19",0.00,"25,057.19",1.0000,"25,057.19",0.00,Paid
INV-9912,C-0014,Rivet Supper Club,12/11/2025,12/26/2025,Net 15,USD,"2,851.99",0.00,"2,851.99",1.0000,"2,851.99",0.00,Paid
INV-9913,C-0329,Oxbow Smokehouse,12/12/2025,12/27/2025,Net 15,USD,"1,634.93",0.00,"1,634.93",1.0000,"1,634.93",0.00,Paid
INV-9914,C-0198,GREEN VALLEY COOP #2,12/18/2025,01/17/2026,Net 30,USD,"22,397.64",0.00,"22,397.64",1.0000,"22,397.64",0.00,Paid
INV-9915,C-0351,Yeoman Brasserie,12/12/2025,12/27/2025,Net 15,USD,831.13,0.00,831.13,1.0000,831.13,0.00,Paid
INV-9916,C-0193,Quinault Country Store,12/19/2025,01/18/2026,Net 30,USD,"28,571.94",0.00,"28,571.94",1.0000,"28,571.94",0.00,Paid
INV-9917,C-0089,Kinfolk Pizzeria,12/15/2025,12/30/2025,Net 15,USD,"1,118.19",0.00,"1,118.19",1.0000,"1,118.19",0.00,Paid
INV-9918,C-0100,Copperleaf Brasserie,12/15/2025,12/30/2025,Net 15,USD,"2,611.00",0.00,"2,611.00",1.0000,"2,611.00",0.00,Paid
INV-9919,C-0340,Eastside Cafe,12/15/2025,12/30/2025,Net 15,USD,809.95,0.00,809.95,1.0000,809.95,0.00,Paid
INV-9920,C-0423,Salt Marsh Kitchen,12/15/2025,12/30/2025,Net 15,USD,"3,860.75",0.00,"3,860.75",1.0000,"3,860.75",0.00,Paid
INV-9921,C-0400,Salmonberry Market,12/17/2025,01/16/2026,Net 30,USD,"14,264.15",0.00,"14,264.15",1.0000,"14,264.15",0.00,Paid
INV-9922,C-0357,Mountain Grocers LLC,12/16/2025,01/15/2026,Net 30,USD,"27,367.32",0.00,"27,367.32",1.0000,"27,367.32",0.00,Paid
INV-9923,C-0045,Bridgetown Pantry,12/19/2025,01/18/2026,Net 30,USD,"14,062.61",0.00,"14,062.61",1.0000,"14,062.61",0.00,Paid
INV-9924,C-0093,Heron Cafe,12/15/2025,12/30/2025,Net 15,USD,"3,147.29",0.00,"3,147.29",1.0000,"3,147.29",0.00,Paid
INV-9925,C-0325,Cobalt Cafe,12/15/2025,12/30/2025,Net 15,USD,"2,734.49",0.00,"2,734.49",1.0000,"2,734.49",0.00,Paid
INV-9926,C-0406,Wharf Cantina,12/15/2025,12/30/2025,Net 15,USD,962.88,0.00,962.88,1.0000,962.88,0.00,Paid
INV-9927,C-0076,Thimbleberry Eatery,12/17/2025,01/01/2026,Net 15,USD,"3,227.86",0.00,"3,227.86",1.0000,"3,227.86",0.00,Paid
INV-9928,C-0379,Filbert & Oak Market,12/19/2025,01/18/2026,Net 30,USD,"27,887.86",0.00,"27,887.86",1.0000,"27,887.86",0.00,Paid
INV-9929,C-0064,Juniper Hill Foods,12/22/2025,01/21/2026,Net 30,USD,"14,839.25",0.00,"14,839.25",1.0000,"14,839.25",0.00,Paid
INV-9930,C-0090,Zigzag Mountain Grocery,12/22/2025,01/21/2026,Net 30,USD,"25,533.85",0.00,"25,533.85",1.0000,"25,533.85",0.00,Paid
INV-9931,C-0399,Larch Mountain Mercantile,12/22/2025,01/21/2026,Net 30,USD,"21,761.02",0.00,"21,761.02",1.0000,"21,761.02",0.00,Paid
INV-9932,C-0046,Yakima Orchard Market,12/23/2025,01/22/2026,Net 30,USD,"25,875.31",0.00,"25,875.31",1.0000,"25,875.31",0.00,Paid
INV-9933,C-0331,Ironwood Grocery,12/23/2025,01/22/2026,Net 30,USD,"13,178.94",0.00,"13,178.94",1.0000,"13,178.94",0.00,Paid
INV-9934,C-0301,Alpenkost GmbH,01/30/2026,04/30/2026,Net 90,EUR,"5,212.36",0.00,"5,212.36",1.0773,"5,615.28",0.00,Paid
INV-9935,C-0033,Treasure Valley Market,12/16/2025,01/15/2026,Net 30,USD,"11,070.08",0.00,"11,070.08",1.0000,"11,070.08",0.00,Paid
INV-9936,C-0047,Gable Brasserie,12/16/2025,12/31/2025,Net 15,USD,"2,609.75",0.00,"2,609.75",1.0000,"2,609.75",0.00,Paid
INV-9937,C-0362,Quince Noodle House,12/16/2025,12/31/2025,Net 15,USD,"1,699.41",0.00,"1,699.41",1.0000,"1,699.41",0.00,Paid
INV-9938,C-0069,Riverbend Natural Grocers,12/18/2025,01/17/2026,Net 30,USD,"28,235.12",0.00,"28,235.12",1.0000,"28,235.12",0.00,Paid
INV-9939,C-0330,Alder Street Market,12/19/2025,01/18/2026,Net 30,USD,"12,453.75",0.00,"12,453.75",1.0000,"12,453.75",0.00,Paid
INV-9940,C-0122,Owyhee Mercantile,12/22/2025,01/21/2026,Net 30,USD,"21,083.67",0.00,"21,083.67",1.0000,"21,083.67",0.00,Paid
INV-9941,C-0133,Sawtooth Natural Foods,12/22/2025,01/21/2026,Net 30,USD,"25,261.60",0.00,"25,261.60",1.0000,"25,261.60",0.00,Paid
INV-9942,C-0273,Coldwater Creek Market,12/22/2025,01/21/2026,Net 30,USD,"11,542.68",0.00,"11,542.68",1.0000,"11,542.68",0.00,Paid
INV-9943,C-0396,Driftwood Pantry,12/22/2025,01/21/2026,Net 30,USD,"11,041.27",0.00,"11,041.27",1.0000,"11,041.27",0.00,Paid
INV-9944,C-0135,Vine Bistro,12/17/2025,01/01/2026,Net 15,USD,"3,748.06",0.00,"3,748.06",1.0000,"3,748.06",0.00,Paid
INV-9945,C-0155,Lodestar Cafe,12/18/2025,01/02/2026,Net 15,USD,"3,336.33",0.00,"3,336.33",1.0000,"3,336.33",0.00,Paid
INV-9946,C-0299,Orchard Bakery,12/18/2025,01/02/2026,Net 15,USD,"1,220.39",0.00,"1,220.39",1.0000,"1,220.39",0.00,Paid
INV-9947,C-0037,Bellwether Tavern,12/19/2025,01/03/2026,Net 15,USD,"1,361.95",0.00,"1,361.95",1.0000,"1,361.95",0.00,Paid
INV-9948,C-0189,Ironclad Brasserie,12/19/2025,01/03/2026,Net 15,USD,"3,271.05",0.00,"3,271.05",1.0000,"3,271.05",0.00,Paid
INV-9949,C-0107,Green Valley Co-op,12/22/2025,01/21/2026,Net 30,USD,"11,661.91",0.00,"11,661.91",1.0000,"11,661.91",0.00,Paid
INV-9950,C-0233,Rose City Market Hall,12/22/2025,01/21/2026,Net 30,USD,"14,939.30",0.00,"14,939.30",1.0000,"14,939.30",0.00,Paid
INV-9951,C-0389,Umpqua Valley Foods,12/22/2025,01/21/2026,Net 30,USD,"21,040.73",0.00,"21,040.73",1.0000,"21,040.73",0.00,Paid
INV-9952,C-0088,Palouse Provisions,12/23/2025,01/22/2026,Net 30,USD,"27,137.61",0.00,"27,137.61",1.0000,"27,137.61",0.00,Paid
INV-9953,C-0414,Belmont Natural Foods,12/23/2025,01/22/2026,Net 30,USD,"20,507.05",0.00,"20,507.05",1.0000,"20,507.05",0.00,Paid
INV-9954,C-0066,Keel Smokehouse,12/18/2025,01/02/2026,Net 15,USD,"2,044.03",0.00,"2,044.03",1.0000,"2,044.03",0.00,Paid
INV-9955,C-0186,Hawthorne Fresh Market,12/18/2025,01/17/2026,Net 30,USD,"26,764.42",0.00,"26,764.42",1.0000,"26,764.42",0.00,Paid
INV-9956,C-0305,Bittern Bistro,12/18/2025,01/02/2026,Net 15,USD,"1,449.33",0.00,"1,449.33",1.0000,"1,449.33",0.00,Paid
INV-9957,C-0403,Basalt Grill,12/18/2025,01/02/2026,Net 15,USD,"3,292.47",0.00,"3,292.47",1.0000,"3,292.47",0.00,Paid
INV-9958,C-0096,Pioneer Square Provisions,12/22/2025,01/21/2026,Net 30,USD,"27,932.99",0.00,"27,932.99",1.0000,"27,932.99",0.00,Paid
INV-9959,C-0143,Gorge Valley Co-op,12/22/2025,01/21/2026,Net 30,USD,"14,459.21",0.00,"14,459.21",1.0000,"14,459.21",0.00,Paid
INV-9960,C-0427,Deschutes Food Hall,12/22/2025,01/21/2026,Net 30,USD,"23,421.31",0.00,"23,421.31",1.0000,"23,421.31",0.00,Paid
INV-9961,C-0158,Umber Grill,12/19/2025,01/03/2026,Net 15,USD,"2,434.19",0.00,"2,434.19",1.0000,"2,434.19",0.00,Paid
INV-9962,C-0264,Vale Brasserie,12/19/2025,01/03/2026,Net 15,USD,"2,721.80",0.00,"2,721.80",1.0000,"2,721.80",0.00,Paid
INV-9963,C-0381,Rookery Cafe,12/19/2025,01/03/2026,Net 15,USD,"1,868.44",0.00,"1,868.44",1.0000,"1,868.44",0.00,Paid
INV-9964,C-0027,Cascade Harvest Grocers,12/23/2025,01/22/2026,Net 30,USD,"12,453.02",0.00,"12,453.02",1.0000,"12,453.02",0.00,Paid
INV-9965,C-0075,Vesper Pizzeria,12/22/2025,01/06/2026,Net 15,USD,"1,516.99",0.00,"1,516.99",1.0000,"1,516.99",0.00,Paid
INV-9966,C-0120,Saltbox Kitchen,12/22/2025,01/06/2026,Net 15,USD,"2,858.18",0.00,"2,858.18",1.0000,"2,858.18",0.00,Paid
INV-9967,C-0177,Quarterdeck Tavern,12/22/2025,01/06/2026,Net 15,USD,"2,525.93",0.00,"2,525.93",1.0000,"2,525.93",0.00,Paid
INV-9968,C-0366,Kettle Bistro,12/22/2025,01/06/2026,Net 15,USD,"3,481.45",0.00,"3,481.45",1.0000,"3,481.45",0.00,Paid
INV-9969,C-0415,Kestrel Market Hall,12/23/2025,01/22/2026,Net 30,USD,"25,849.00",0.00,"25,849.00",1.0000,"25,849.00",0.00,Paid
INV-9970,C-0040,Parsnip Pizzeria,12/22/2025,01/06/2026,Net 15,USD,"3,529.77",0.00,"3,529.77",1.0000,"3,529.77",0.00,Paid
INV-9971,C-0147,Vashon Island Market,12/22/2025,01/21/2026,Net 30,USD,"28,408.48",0.00,"28,408.48",1.0000,"28,408.48",0.00,Paid
INV-9972,C-0146,Jetty Tavern,12/23/2025,01/07/2026,Net 15,USD,"1,830.73",0.00,"1,830.73",1.0000,"1,830.73",0.00,Paid
INV-9973,C-0282,Yarrow Deli,12/23/2025,01/07/2026,Net 15,USD,"2,350.59",0.00,"2,350.59",1.0000,"2,350.59",0.00,Paid
INV-9974,C-0197,Elderberry Deli,12/22/2025,01/06/2026,Net 15,USD,"3,812.89",0.00,"3,812.89",1.0000,"3,812.89",0.00,Paid
INV-9975,C-0163,Elk Rock Provisions,12/23/2025,01/22/2026,Net 30,USD,"16,708.78",0.00,"16,708.78",1.0000,"16,708.78",0.00,Paid
INV-9976,C-0323,Waxwing Eatery,12/23/2025,01/07/2026,Net 15,USD,"1,847.44",0.00,"1,847.44",1.0000,"1,847.44",0.00,Paid
INV-9977,C-0012,Olallie Market,12/23/2025,01/22/2026,Net 30,USD,"16,152.03",0.00,"16,152.03",1.0000,"16,152.03",0.00,Paid
INV-9978,C-0216,Arbor Kitchen,12/23/2025,01/07/2026,Net 15,USD,"1,007.32",0.00,"1,007.32",1.0000,"1,007.32",0.00,Paid
INV-9979,C-0306,Tillamook Road Grocery,12/23/2025,01/22/2026,Net 30,USD,"24,793.84",0.00,"24,793.84",1.0000,"24,793.84",0.00,Paid
INV-9980,C-0328,Drumlin Bakery,12/23/2025,01/07/2026,Net 15,USD,"2,300.54",0.00,"2,300.54",1.0000,"2,300.54",0.00,Paid
INV-9981,C-0378,Yellowjacket Taproom,12/25/2025,01/09/2026,Net 15,USD,"3,434.88",0.00,"3,434.88",1.0000,"3,434.88",0.00,Paid
INV-9982,C-0106,Fiddlehead Taproom,12/25/2025,01/09/2026,Net 15,USD,"1,501.38",0.00,"1,501.38",1.0000,"1,501.38",0.00,Paid
INV-9983,C-0278,Sorrel Cantina,12/25/2025,01/09/2026,Net 15,USD,"3,242.64",0.00,"3,242.64",1.0000,"3,242.64",0.00,Paid
INV-9984,C-0390,Dogwood Bistro,12/25/2025,01/09/2026,Net 15,USD,"2,744.02",0.00,"2,744.02",1.0000,"2,744.02",0.00,Paid
INV-9985,C-0001,Meadowlark Bistro,12/26/2025,01/10/2026,Net 15,USD,"1,814.84",0.00,"1,814.84",1.0000,"1,814.84",0.00,Paid
INV-9986,C-0082,Chanterelle Supper Club,12/26/2025,01/10/2026,Net 15,USD,"1,954.82",0.00,"1,954.82",1.0000,"1,954.82",0.00,Paid
INV-9987,C-0132,Jubilee Cantina,12/29/2025,01/13/2026,Net 15,USD,778.29,0.00,778.29,1.0000,778.29,0.00,Paid
