Posted Date,Description,Amount,Balance,Reference
2026-05-28,ACH DEBIT WALLA WALLA ONION  CCD,-7745.91,630364.66,205296082862681
2026-05-28,ACH DEBIT BRIGHTLINE JANITOR CCD,-1633.64,628731.02,387206882773379
2026-05-28,ACH DEBIT PACIFIC FLEET FUEL CCD,-4113.37,624617.65,974168404136346
2026-05-28,ACH DEBIT NORTHWEST REEFER T CCD,-3153.35,621464.30,480592411165001
2026-05-28,ACH DEBIT METHOW VALLEY APPL CCD,-4226.91,617237.39,600191315285872
2026-05-28,ACH DEBIT SOUND CARTAGE CO. CCD,-1267.08,615970.31,008024545295180
2026-05-28,ACH DEBIT PORTLAND GENERAL U CCD,-1368.12,614602.19,086212502070453
2026-05-28,ACH DEBIT TREASURE VALLEY TR CCD,-1732.00,612870.19,136683254244356
2026-05-28,ACH DEBIT LUMMI BAY SEAFOOD CCD,-9415.75,603454.44,732778682156043
2026-05-28,ACH DEBIT NEWBERG NUT GROWER CCD,-7966.20,595488.24,046377466766373
2026-05-28,ACH DEBIT PAYETTE VALLEY BEE CCD,-14424.44,581063.80,447698134902313
2026-05-28,ACH DEBIT SNAKE RIVER TROUT  CCD,-10490.86,570572.94,783202093101985
2026-05-28,ACH DEBIT COQUILLE DAIRY COO CCD,-4864.59,565708.35,913517571871153
2026-05-28,ACH DEBIT COLUMBIA BASIN WAT CCD,-506.02,565202.33,063654357618891
2026-05-28,ACH DEBIT WILLAMETTE VALLEY  CCD,-5709.07,559493.26,853126825850833
2026-05-28,ACH DEBIT BOARDMAN TREE FRUI CCD,-11199.12,548294.14,614169960800882
2026-05-28,ACH DEBIT WALLOWA GRASS-FED  CCD,-9252.75,539041.39,691870805243502
2026-05-28,ACH DEBIT PALOUSE LENTIL GRO CCD,-7406.71,531634.68,773151071935021
2026-05-28,ACH DEBIT HERMISTON MELON FA CCD,-12580.23,519054.45,714232646763690
2026-05-28,ACH DEBIT UMPQUA OAT MILL CCD,-11645.56,507408.89,821687488422906
2026-05-28,ACH DEBIT EVERGREEN BOX & FI CCD,-1636.61,505772.28,649334110433144
2026-05-29,ACH CREDIT JUNIPER HILL FOO PPD,19283.56,525055.84,291192666959616
2026-05-29,REMOTE DEPOSIT CAPTURE,18941.65,543997.49,3831
2026-05-29,ACH CREDIT HARBOR TAVERN PPD,3543.02,547540.51,958320820857503
2026-05-29,ACH CREDIT IRONWOOD GROCERY PPD,22890.38,570430.89,354698451815157
2026-05-29,REMOTE DEPOSIT CAPTURE,15171.11,585602.00,3408
2026-05-29,REMOTE DEPOSIT CAPTURE,3122.04,588724.04,3184
2026-05-29,CHECK 40394,-2536.94,586187.10,40394
2026-05-29,CHECK 40400,-4463.35,581723.75,40400
2026-05-29,CHECK 40401,-12936.32,568787.43,40401
2026-05-29,PINNACLE PAYROLL SVCS PAYROLL DD,-144812.74,423974.69,
2026-05-29,MONTHLY MAINTENANCE FEE,-45.00,423929.69,
2026-06-01,ACH CREDIT YAKIMA ORCHARD M PPD,18576.68,442506.37,418972114517563
2026-06-01,ACH CREDIT JUNIPER HILL FOO PPD,23151.10,465657.47,985097553190069
2026-06-01,ACH CREDIT RIVERBEND NATURA PPD,17160.80,482818.27,795014779159430
2026-06-01,ACH CREDIT COPPERLEAF BRASS PPD,2419.30,485237.57,648575505912756
2026-06-01,ACH CREDIT JETTY TAVERN PPD,3912.16,489149.73,102091101637788
2026-06-01,REMOTE DEPOSIT CAPTURE,3656.75,492806.48,9883
2026-06-01,ACH CREDIT ELK ROCK PROVISI PPD,15561.80,508368.28,069468162774709
2026-06-01,REMOTE DEPOSIT CAPTURE,2857.85,511226.13,1464
2026-06-01,REMOTE DEPOSIT CAPTURE,1257.86,512483.99,7160
2026-06-01,REMOTE DEPOSIT CAPTURE,1061.20,513545.19,3247
2026-06-01,REMOTE DEPOSIT CAPTURE,11669.94,525215.13,2567
2026-06-01,ACH CREDIT MOSSY ROCK TAPRO PPD,3303.68,528518.81,936561580634704
2026-06-01,REMOTE DEPOSIT CAPTURE,886.82,529405.63,8095
2026-06-01,REMOTE DEPOSIT CAPTURE,23763.98,553169.61,3219
2026-06-01,CHECK 40402,-3636.55,549533.06,40402
2026-06-01,CHECK 40406,-12199.55,537333.51,40406
2026-06-01,CHECK 40409,-13792.02,523541.49,40409
2026-06-01,CHECK 40416,-10672.22,512869.27,40416
2026-06-01,ACH DEBIT GOWEN FIELD COMMER CCD,-4875.00,507994.27,450954997655381
2026-06-01,ACH DEBIT LOMBARD STREET PRO CCD,-8500.00,499494.27,546848730809585
2026-06-01,ACH DEBIT DUWAMISH INDUSTRIA CCD,-6420.00,493074.27,177882785815930
2026-06-02,REMOTE DEPOSIT CAPTURE,18129.90,511204.17,5499
2026-06-02,ACH CREDIT OWYHEE MERCANTIL PPD,11841.17,523045.34,893532723511260
2026-06-02,REMOTE DEPOSIT CAPTURE,1380.29,524425.63,9983
2026-06-02,REMOTE DEPOSIT CAPTURE,27288.71,551714.34,8936
2026-06-02,ACH CREDIT JACKDAW KITCHEN PPD,1845.46,553559.80,886295266914985
2026-06-02,ACH CREDIT FABLE KITCHEN PPD,1097.79,554657.59,479492796979917
2026-06-02,ACH CREDIT DESCHUTES FOOD H PPD,20961.68,575619.27,275186016123617
2026-06-03,REMOTE DEPOSIT CAPTURE,22530.25,598149.52,7129
2026-06-03,ACH CREDIT FIDDLEHEAD TAPRO PPD,1054.79,599204.31,843356286576823
2026-06-03,REMOTE DEPOSIT CAPTURE,4358.78,603563.09,5961
2026-06-03,ACH CREDIT MOUNTAIN GROCERS PPD,20934.01,624497.10,986627336012850
2026-06-03,ACH CREDIT BELMONT NATURAL  PPD,24333.93,648831.03,319170172645913
2026-06-03,REMOTE DEPOSIT CAPTURE,27416.86,676247.89,8739
2026-06-03,CHECK 40411,-9935.59,666312.30,40411
2026-06-04,ACH CREDIT PIONEER SQUARE P PPD,12457.16,678769.46,222394788100580
2026-06-04,REMOTE DEPOSIT CAPTURE,21254.91,700024.37,5846
2026-06-04,ACH CREDIT GORGE VALLEY CO- PPD,28781.20,728805.57,958316420574349
2026-06-04,ACH CREDIT HAWTHORNE FRESH  PPD,16630.88,745436.45,502925534188432
2026-06-04,CHECK 40404,-5580.57,739855.88,40404
2026-06-04,CHECK 40405,-3301.71,736554.17,40405
2026-06-04,CHECK 40407,-10499.53,726054.64,40407
2026-06-04,CHECK 40408,-22826.01,703228.63,40408
2026-06-04,CHECK 40414,-12809.97,690418.66,40414
2026-06-04,ACH DEBIT DESCHUTES BREWING  CCD,-15728.50,674690.16,910560310779791
2026-06-04,ACH DEBIT CLEARWATER CREAMER CCD,-12479.87,662210.29,286776555000035
2026-06-04,ACH DEBIT PACIFIC COAST PACK CCD,-8501.69,653708.60,539504438725805
2026-06-04,ACH DEBIT RIDGELINE EXPRESS CCD,-1897.71,651810.89,797440230449822
2026-06-04,ACH DEBIT PUGET SOUND SHELLF CCD,-10063.50,641747.39,852520107740513
2026-06-04,ACH DEBIT MT. HOOD BERRY FAR CCD,-15468.09,626279.30,861752881414958
2026-06-04,ACH DEBIT COWLITZ CREEK FARM CCD,-15046.29,611233.01,961617910590348
2026-06-04,ACH DEBIT COLUMBIA RIVER FRE CCD,-3160.71,608072.30,156886913547766
2026-06-04,ACH DEBIT NOOKSACK BERRY GRO CCD,-22363.51,585708.79,743955909047640
2026-06-04,ACH DEBIT WALLA WALLA ONION  CCD,-4673.76,581035.03,216473694056103
2026-06-04,ACH DEBIT PACIFIC FLEET FUEL CCD,-4537.45,576497.58,623936829487920
2026-06-04,ACH DEBIT SALEM PALLET RECYC CCD,-902.23,575595.35,938051080065724
2026-06-04,ACH DEBIT CROWN LINEN & UNIF CCD,-573.08,575022.27,102691043871216
2026-06-04,ACH DEBIT MILL CREEK TEMP CO CCD,-1530.31,573491.96,107271377094048
2026-06-04,ACH DEBIT CHEHALIS VALLEY EG CCD,-5000.91,568491.05,719431500568399
2026-06-04,ACH DEBIT EMERALD CITY COLD  CCD,-3889.37,564601.68,378122032985553
2026-06-04,ACH DEBIT NORTHWEST REEFER T CCD,-1584.11,563017.57,543380451767801
2026-06-04,ACH DEBIT METHOW VALLEY APPL CCD,-12875.57,550142.00,964786550782052
2026-06-04,ACH DEBIT SOUND CARTAGE CO. CCD,-919.92,549222.08,343279324466912
2026-06-04,ACH DEBIT PINNACLE PAYROLL S CCD,-413.64,548808.44,164368245649394
2026-06-04,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-9481.42,539327.02,522163204425257
2026-06-04,ACH DEBIT TREASURE VALLEY TR CCD,-2857.24,536469.78,444115041869208
2026-06-04,ACH DEBIT SIUSLAW CRANBERRY  CCD,-6348.26,530121.52,409406181272293
2026-06-04,ACH DEBIT BITTERROOT BAKEHOU CCD,-6574.76,523546.76,623757834558799
2026-06-04,ACH DEBIT MCKENZIE RIVER MIL CCD,-24238.62,499308.14,043491562705969
2026-06-04,ACH DEBIT TETON VALLEY TROUT CCD,-13746.10,485562.04,326516642041299
2026-06-04,ACH DEBIT PAYETTE VALLEY BEE CCD,-8829.27,476732.77,971183223697293
2026-06-04,ACH DEBIT HOOD CANAL OYSTER  CCD,-5331.16,471401.61,197812573721211
2026-06-04,ACH DEBIT COLUMBIA GORGE ORC CCD,-13388.69,458012.92,311098304874419
2026-06-04,ACH DEBIT PALOUSE LENTIL GRO CCD,-11289.60,446723.32,327640466915417
2026-06-05,ACH CREDIT SEXTANT BAKERY PPD,2679.89,449403.21,599386902722139
2026-06-05,ACH CREDIT VASHON ISLAND MA PPD,25624.04,475027.25,150179851967037
2026-06-05,REMOTE DEPOSIT CAPTURE,3734.50,478761.75,5402
2026-06-05,CHECK 40403,-1296.57,477465.18,40403
2026-06-05,CHECK 40410,-3842.73,473622.45,40410
2026-06-05,CHECK 40412,-13350.88,460271.57,40412
2026-06-05,CHECK 40413,-3127.02,457144.55,40413
2026-06-05,CHECK 40415,-14537.59,442606.96,40415
2026-06-08,REMOTE DEPOSIT CAPTURE,1543.66,444150.62,1563
2026-06-08,REMOTE DEPOSIT CAPTURE,16976.57,461127.19,5672
2026-06-08,REMOTE DEPOSIT CAPTURE,20321.06,481448.25,7252
2026-06-08,ACH CREDIT COPPERLEAF BRASS PPD,1313.11,482761.36,079400333238850
2026-06-08,REMOTE DEPOSIT CAPTURE,12709.79,495471.15,6203
2026-06-08,ACH CREDIT SAWTOOTH NATURAL PPD,27667.04,523138.19,596568511171236
2026-06-08,ACH CREDIT DRIFTLESS TAVERN PPD,1605.23,524743.42,535562052369899
2026-06-08,REMOTE DEPOSIT CAPTURE,16103.12,540846.54,5268
2026-06-08,"INCOMING WIRE ALPENKOST GMBH EUR 11,797.50",13123.54,553970.08,FT4360661155
2026-06-08,REMOTE DEPOSIT CAPTURE,1959.05,555929.13,8983
2026-06-08,ACH CREDIT IRONWOOD GROCERY PPD,27862.97,583792.10,897084224542717
2026-06-08,REMOTE DEPOSIT CAPTURE,28699.93,612492.03,1079
2026-06-08,ACH CREDIT UMPQUA VALLEY FO PPD,23618.51,636110.54,608086000267861
2026-06-08,ACH CREDIT UMPQUA VALLEY FO PPD,21442.19,657552.73,695709345388236
2026-06-08,ACH CREDIT DRIFTWOOD PANTRY PPD,24075.51,681628.24,806429631392395
2026-06-08,REMOTE DEPOSIT CAPTURE,28289.15,709917.39,7641
2026-06-08,ACH CREDIT KESTREL MARKET H PPD,16885.78,726803.17,500586165043573
2026-06-08,CHECK 40421,-9380.31,717422.86,40421
2026-06-08,CHECK 40427,-10975.92,706446.94,40427
2026-06-08,CHECK 40429,-353.44,706093.50,40429
2026-06-09,REMOTE DEPOSIT CAPTURE,26118.37,732211.87,9871
2026-06-09,ACH CREDIT RIVERBEND NATURA PPD,21244.66,753456.53,471798352467333
2026-06-09,REMOTE DEPOSIT CAPTURE,2465.06,755921.59,3123
2026-06-09,ACH CREDIT MADRONA FOOD CO- PPD,23497.02,779418.61,314671345784324
2026-06-09,REMOTE DEPOSIT CAPTURE,18329.69,797748.30,3261
2026-06-09,REMOTE DEPOSIT CAPTURE,2897.47,800645.77,7950
2026-06-09,ACH CREDIT FILBERT & OAK MA PPD,15064.82,815710.59,873114898949991
2026-06-09,CHECK 40418,-4545.26,811165.33,40418
2026-06-10,"INCOMING WIRE ALPENKOST GMBH EUR 11,200.00",12454.40,823619.73,FT9724694457
2026-06-10,CHECK 40423,-26060.37,797559.36,40423
2026-06-10,CHECK 40425,-9164.22,788395.14,40425
2026-06-10,CHECK 40430,-10935.64,777459.50,40430
2026-06-10,FIRST CASCADE LOAN PMT 7719,-6192.82,771266.68,
2026-06-11,REMOTE DEPOSIT CAPTURE,1904.20,773170.88,9129
2026-06-11,ACH CREDIT FOXGLOVE MARKET PPD,15132.48,788303.36,978061774077151
2026-06-11,ACH CREDIT KETTLE BISTRO PPD,2256.57,790559.93,893327893928772
2026-06-11,CHECK 40417,-7526.91,783033.02,40417
2026-06-11,CHECK 40420,-10471.35,772561.67,40420
2026-06-11,ACH DEBIT RIDGEWIRE TELECOM CCD,-1332.61,771229.06,630068624740659
2026-06-11,ACH DEBIT PACIFIC COAST PACK CCD,-8821.86,762407.20,625016234626331
2026-06-11,ACH DEBIT TALENT BRIDGE STAF CCD,-4630.25,757776.95,415373173102022
2026-06-11,ACH DEBIT RIDGELINE EXPRESS CCD,-2583.19,755193.76,389750215047078
2026-06-11,ACH DEBIT PUGET SOUND SHELLF CCD,-14771.99,740421.77,627633910180006
2026-06-11,ACH DEBIT YAKIMA HOP & HERB CCD,-8317.79,732103.98,558431618546624
2026-06-11,ACH DEBIT PACIFIC FLEET FUEL CCD,-3749.50,728354.48,253583849748998
2026-06-11,ACH DEBIT SALEM PALLET RECYC CCD,-495.56,727858.92,727054673041076
2026-06-11,ACH DEBIT CHEHALIS VALLEY EG CCD,-5845.44,722013.48,635076505823135
2026-06-11,ACH DEBIT NORTHGATE IT PARTN CCD,-2346.30,719667.18,148290936419867
2026-06-11,ACH DEBIT TREASURE VALLEY TR CCD,-2540.74,717126.44,808463722652163
2026-06-11,ACH DEBIT LUMMI BAY SEAFOOD CCD,-13765.82,703360.62,019934196720121
2026-06-11,ACH DEBIT MCKENZIE RIVER MIL CCD,-10320.01,693040.61,484245717540666
2026-06-11,ACH DEBIT NEWBERG NUT GROWER CCD,-6319.13,686721.48,445411287531220
2026-06-11,ACH DEBIT PORTLAND FLEET WAS CCD,-353.27,686368.21,325707120233140
2026-06-11,ACH DEBIT PAYETTE VALLEY BEE CCD,-6608.61,679759.60,434594670399676
2026-06-11,ACH DEBIT SNAKE RIVER TROUT  CCD,-6969.39,672790.21,099684562324446
2026-06-11,ACH DEBIT COQUILLE DAIRY COO CCD,-4635.42,668154.79,995300841411288
2026-06-11,ACH DEBIT WILLAMETTE VALLEY  CCD,-13271.17,654883.62,846388297964118
2026-06-11,ACH DEBIT BOARDMAN TREE FRUI CCD,-14439.46,640444.16,914045139259292
2026-06-11,ACH DEBIT HOOD CANAL OYSTER  CCD,-5677.92,634766.24,612692084776191
2026-06-11,ACH DEBIT WALLOWA GRASS-FED  CCD,-14143.18,620623.06,295866467339099
2026-06-11,ACH DEBIT COLUMBIA GORGE ORC CCD,-13743.03,606880.03,122922152720707
2026-06-11,ACH DEBIT PALOUSE LENTIL GRO CCD,-8260.16,598619.87,371208985123908
2026-06-11,ACH DEBIT UMPQUA OAT MILL CCD,-10065.31,588554.56,594734266470787
2026-06-12,ACH CREDIT WHIDBEY HARVEST  PPD,20659.14,609213.70,719385220664290
2026-06-12,REMOTE DEPOSIT CAPTURE,3350.58,612564.28,5371
2026-06-12,ACH CREDIT ROSE CITY MARKET PPD,13435.52,625999.80,632884063354200
2026-06-12,REMOTE DEPOSIT CAPTURE,2839.66,628839.46,2486
2026-06-12,ACH CREDIT DRIFTWOOD PANTRY PPD,17186.20,646025.66,961880979789823
2026-06-12,CHECK 40419,-6151.49,639874.17,40419
2026-06-12,CHECK 40422,-13024.84,626849.33,40422
2026-06-12,CHECK 40424,-6560.57,620288.76,40424
2026-06-12,CHECK 40426,-2177.75,618111.01,40426
2026-06-12,CHECK 40428,-10339.47,607771.54,40428
2026-06-12,CHECK 40431,-11056.63,596714.91,40431
2026-06-15,ACH CREDIT YAKIMA ORCHARD M PPD,26561.22,623276.13,601936035631394
2026-06-15,ACH CREDIT OWYHEE MERCANTIL PPD,12643.50,635919.63,486642916322718
2026-06-15,ACH CREDIT GORGE VALLEY CO- PPD,18162.80,654082.43,669714658787526
2026-06-15,ACH CREDIT ELK ROCK PROVISI PPD,22610.78,676693.21,991028034199431
2026-06-15,REMOTE DEPOSIT CAPTURE,20558.54,697251.75,2384
2026-06-15,REMOTE DEPOSIT CAPTURE,1250.06,698501.81,8044
2026-06-15,ACH CREDIT ALDER STREET MAR PPD,24653.89,723155.70,666170980001820
2026-06-15,REMOTE DEPOSIT CAPTURE,1980.94,725136.64,9632
2026-06-15,ACH CREDIT MARROW BRASSERIE PPD,3740.30,728876.94,875432325040984
2026-06-15,REMOTE DEPOSIT CAPTURE,20252.27,749129.21,7222
2026-06-15,REMOTE DEPOSIT CAPTURE,28174.62,777303.83,2687
2026-06-15,REMOTE DEPOSIT CAPTURE,22305.54,799609.37,1719
2026-06-15,ACH CREDIT DESCHUTES FOOD H PPD,21125.60,820734.97,912401143339670
2026-06-15,PINNACLE PAYROLL SVCS PAYROLL DD,-161500.90,659234.07,
2026-06-16,REMOTE DEPOSIT CAPTURE,19959.39,679193.46,6314
2026-06-16,REMOTE DEPOSIT CAPTURE,1210.27,680403.73,8462
2026-06-16,REMOTE DEPOSIT CAPTURE,4058.81,684462.54,2353
2026-06-16,ACH CREDIT UPROOT CAFE PPD,1252.80,685715.34,050937674348507
2026-06-16,CHECK 40433,-15662.83,670052.51,40433
2026-06-16,CHECK 40436,-9047.07,661005.44,40436
2026-06-16,CHECK 40437,-25879.50,635125.94,40437
2026-06-16,CHECK 40443,-28004.94,607121.00,40443
2026-06-16,CHECK 40444,-8031.05,599089.95,40444
2026-06-16,CHECK 40445,-7912.47,591177.48,40445
2026-06-17,REMOTE DEPOSIT CAPTURE,1531.54,592709.02,4630
2026-06-17,ACH CREDIT VASHON ISLAND MA PPD,11293.13,604002.15,403708393381563
2026-06-17,REMOTE DEPOSIT CAPTURE,2123.77,606125.92,3403
2026-06-17,ACH CREDIT FILBERT & OAK MA PPD,28835.76,634961.68,527760294931148
2026-06-17,CHECK 40440,-10186.40,624775.28,40440
2026-06-18,REMOTE DEPOSIT CAPTURE,1493.36,626268.64,5062
2026-06-18,REMOTE DEPOSIT CAPTURE,19811.31,646079.95,5086
2026-06-18,ACH CREDIT MADRONA FOOD CO- PPD,14671.41,660751.36,433580481800399
2026-06-18,REMOTE DEPOSIT CAPTURE,2919.02,663670.38,7238
2026-06-18,ACH CREDIT WREN NOODLE HOUS PPD,2313.25,665983.63,058750593555291
2026-06-18,REMOTE DEPOSIT CAPTURE,2297.20,668280.83,5122
2026-06-18,CHECK 40434,-13787.42,654493.41,40434
2026-06-18,CHECK 40438,-14005.76,640487.65,40438
2026-06-18,CHECK 40442,-12565.98,627921.67,40442
2026-06-18,CHECK 40446,-11450.66,616471.01,40446
2026-06-18,ACH DEBIT DESCHUTES BREWING  CCD,-6681.20,609789.81,507732452210964
2026-06-18,ACH DEBIT CLEARWATER CREAMER CCD,-7953.64,601836.17,604286905553496
2026-06-18,ACH DEBIT PACIFIC COAST PACK CCD,-6806.53,595029.64,713394504197182
2026-06-18,ACH DEBIT STUMPTOWN OFFICE S CCD,-834.41,594195.23,895667936133666
2026-06-18,ACH DEBIT RIDGELINE EXPRESS CCD,-655.62,593539.61,658686827370967
2026-06-18,ACH DEBIT ROGUE VALLEY CHEES CCD,-4280.62,589258.99,750356840789726
2026-06-18,ACH DEBIT MT. HOOD BERRY FAR CCD,-4420.68,584838.31,016943140416244
2026-06-18,ACH DEBIT COWLITZ CREEK FARM CCD,-5901.59,578936.72,444143832869268
2026-06-18,ACH DEBIT COLUMBIA RIVER FRE CCD,-2808.04,576128.68,561612313790963
2026-06-18,ACH DEBIT NOOKSACK BERRY GRO CCD,-15082.37,561046.31,832230418902662
2026-06-18,ACH DEBIT YAKIMA HOP & HERB CCD,-4130.56,556915.75,197297902931747
2026-06-18,ACH DEBIT WALLA WALLA ONION  CCD,-4607.32,552308.43,823453535885577
2026-06-18,ACH DEBIT PACIFIC FLEET FUEL CCD,-3525.30,548783.13,541603386747132
2026-06-18,ACH DEBIT CROWN LINEN & UNIF CCD,-457.67,548325.46,508196417497090
2026-06-18,ACH DEBIT NORTHWEST REEFER T CCD,-3146.91,545178.55,374368678430789
2026-06-18,ACH DEBIT METHOW VALLEY APPL CCD,-10894.12,534284.43,109615495989130
2026-06-18,ACH DEBIT SOUND CARTAGE CO. CCD,-1019.45,533264.98,040215140340558
2026-06-18,ACH DEBIT CHINOOK SMOKEHOUSE CCD,-8544.26,524720.72,217615703840321
2026-06-18,ACH DEBIT SIUSLAW CRANBERRY  CCD,-11089.87,513630.85,001886673016533
2026-06-18,ACH DEBIT BITTERROOT BAKEHOU CCD,-8659.68,504971.17,207079253803456
2026-06-18,ACH DEBIT NEWBERG NUT GROWER CCD,-7708.43,497262.74,435716820702821
2026-06-18,ACH DEBIT TETON VALLEY TROUT CCD,-15999.45,481263.29,725627981172738
2026-06-18,ACH DEBIT PAYETTE VALLEY BEE CCD,-7860.69,473402.60,720294652136218
2026-06-18,ACH DEBIT SNAKE RIVER TROUT  CCD,-11477.72,461924.88,387613681161855
2026-06-18,ACH DEBIT COASTLINE SHREDDIN CCD,-198.42,461726.46,336768116649243
2026-06-18,ACH DEBIT METRO WASTE HAULER CCD,-674.53,461051.93,136078028107292
2026-06-18,ACH DEBIT BOARDMAN TREE FRUI CCD,-14033.39,447018.54,428980271609298
2026-06-18,ACH DEBIT WALLOWA GRASS-FED  CCD,-12767.15,434251.39,022002976488789
2026-06-18,ACH DEBIT HERMISTON MELON FA CCD,-5994.48,428256.91,977154879512019
2026-06-19,ACH CREDIT FLINT NOODLE HOU PPD,1224.29,429481.20,100630370530751
2026-06-19,REMOTE DEPOSIT CAPTURE,2691.10,432172.30,9661
2026-06-19,ACH CREDIT PIONEER SQUARE P PPD,19562.32,451734.62,896055449522905
2026-06-19,ACH CREDIT DUNE CANTINA PPD,1300.26,453034.88,250222721915085
2026-06-19,ACH CREDIT HAWTHORNE FRESH  PPD,15803.46,468838.34,604105328992396
2026-06-19,REMOTE DEPOSIT CAPTURE,27723.37,496561.71,632
2026-06-19,CHECK 40432,-14568.03,481993.68,40432
2026-06-19,CHECK 40435,-7313.68,474680.00,40435
2026-06-19,CHECK 40439,-9118.15,465561.85,40439
2026-06-19,CHECK 40441,-2419.03,463142.82,40441
2026-06-22,REMOTE DEPOSIT CAPTURE,28529.53,491672.35,6164
2026-06-22,REMOTE DEPOSIT CAPTURE,3860.48,495532.83,9001
2026-06-22,REMOTE DEPOSIT CAPTURE,23793.90,519326.73,6282
2026-06-22,ACH CREDIT CINDER KITCHEN PPD,1090.92,520417.65,718730896990057
2026-06-22,ACH CREDIT SAWTOOTH NATURAL PPD,22563.75,542981.40,878147709841159
2026-06-22,REMOTE DEPOSIT CAPTURE,21350.24,564331.64,3148
2026-06-22,ACH CREDIT MOUNTAIN GROCERS PPD,27683.39,592015.03,539681074281854
2026-06-22,ACH CREDIT YEW GRILL PPD,2330.34,594345.37,567410393671823
2026-06-22,REMOTE DEPOSIT CAPTURE,13143.63,607489.00,1603
2026-06-22,REMOTE DEPOSIT CAPTURE,1278.68,608767.68,5947
2026-06-22,ACH CREDIT BELMONT NATURAL  PPD,28696.12,637463.80,242358204567424
2026-06-22,ACH CREDIT KESTREL MARKET H PPD,28887.05,666350.85,019172958483576
2026-06-22,CHECK 40447,-3878.96,662471.89,40447
2026-06-22,CHECK 40448,-4698.25,657773.64,40448
2026-06-22,CHECK 40449,-9276.98,648496.66,40449
2026-06-22,CHECK 40457,-7439.74,641056.92,40457
2026-06-22,CHECK 40459,-7744.55,633312.37,40459
2026-06-23,ACH CREDIT JUNIPER HILL FOO PPD,24456.30,657768.67,455190532729958
2026-06-23,REMOTE DEPOSIT CAPTURE,1598.76,659367.43,4619
2026-06-23,CHECK 40452,-7262.05,652105.38,40452
2026-06-23,CHECK 40456,-6223.32,645882.06,40456
2026-06-24,ACH CREDIT OWYHEE MERCANTIL PPD,27039.23,672921.29,544128531132642
2026-06-24,ACH CREDIT ALDER STREET MAR PPD,14637.74,687559.03,525234405384061
2026-06-24,ACH CREDIT SALT MARSH KITCH PPD,1512.55,689071.58,378193260700682
2026-06-24,CHECK 40450,-10175.35,678896.23,40450
2026-06-24,CHECK 40453,-6209.08,672687.15,40453
2026-06-25,REMOTE DEPOSIT CAPTURE,15227.16,687914.31,2788
2026-06-25,REMOTE DEPOSIT CAPTURE,27227.05,715141.36,5641
2026-06-25,ACH CREDIT WHIDBEY HARVEST  PPD,22439.91,737581.27,776498984581525
2026-06-25,ACH CREDIT ROSE CITY MARKET PPD,15399.28,752980.55,175003628882318
2026-06-25,ACH CREDIT FOXGLOVE MARKET PPD,28704.76,781685.31,369340995782601
2026-06-25,ACH CREDIT MOUNTAIN GROCERS PPD,25980.47,807665.78,567558586965571
2026-06-25,CHECK 40454,-4292.71,803373.07,40454
2026-06-25,CHECK 40455,-13301.61,790071.46,40455
2026-06-25,CHECK 40461,-3910.79,786160.67,40461
2026-06-25,ACH DEBIT DESCHUTES BREWING  CCD,-6966.26,779194.41,014273774516887
2026-06-25,ACH DEBIT CLEARWATER CREAMER CCD,-16456.84,762737.57,108489857572206
2026-06-25,ACH DEBIT PACIFIC COAST PACK CCD,-5761.60,756975.97,298192191427810
2026-06-25,ACH DEBIT WILLAMETTE SANITAT CCD,-965.74,756010.23,534307990505599
2026-06-25,ACH DEBIT PUGET SOUND SHELLF CCD,-14540.07,741470.16,633785237232893
2026-06-25,ACH DEBIT ROGUE VALLEY CHEES CCD,-4616.74,736853.42,470732976997818
2026-06-25,ACH DEBIT MT. HOOD BERRY FAR CCD,-12129.35,724724.07,468881042170905
2026-06-25,ACH DEBIT COLUMBIA RIVER FRE CCD,-3921.37,720802.70,692647985747895
2026-06-25,ACH DEBIT NOOKSACK BERRY GRO CCD,-10888.78,709913.92,317019015085708
2026-06-25,ACH DEBIT YAKIMA HOP & HERB CCD,-11221.10,698692.82,010230895025829
2026-06-25,ACH DEBIT WALLA WALLA ONION  CCD,-4394.54,694298.28,585408035075104
2026-06-25,ACH DEBIT PACIFIC FLEET FUEL CCD,-2079.69,692218.59,267671591893427
2026-06-25,ACH DEBIT BEAVERTON FORKLIFT CCD,-2313.60,689904.99,879704217523689
2026-06-25,ACH DEBIT CHEHALIS VALLEY EG CCD,-10317.16,679587.83,916394959644192
2026-06-25,ACH DEBIT NORTHWEST REEFER T CCD,-4397.12,675190.71,067847786521558
2026-06-25,ACH DEBIT SOUND CARTAGE CO. CCD,-2488.35,672702.36,004244573322663
2026-06-25,ACH DEBIT TREASURE VALLEY TR CCD,-4761.07,667941.29,760605029062365
2026-06-25,ACH DEBIT SIUSLAW CRANBERRY  CCD,-7876.22,660065.07,323511302289470
2026-06-25,ACH DEBIT BITTERROOT BAKEHOU CCD,-10145.21,649919.86,130631330928008
2026-06-25,ACH DEBIT MCKENZIE RIVER MIL CCD,-8285.87,641633.99,541477131511189
2026-06-25,ACH DEBIT NEWBERG NUT GROWER CCD,-6721.11,634912.88,410674909411951
2026-06-25,ACH DEBIT PAYETTE VALLEY BEE CCD,-6237.04,628675.84,854315293756372
2026-06-25,ACH DEBIT COQUILLE DAIRY COO CCD,-25946.48,602729.36,077194499603898
2026-06-25,ACH DEBIT COLUMBIA BASIN WAT CCD,-567.63,602161.73,894467632714411
